ID,TahunID,ProdiID,ProgramID,MKID,HariID,DosenID,AsistenType,AsistenID,RuangID,WaktuID,WaktuID2,JamMulai,JamSelesai,JumlahMhsw,UTSTanggal,UTSJamMulai,UTSJamSelesai,UTSRuangID,UASTanggal,UASJamMulai,UASJamSelesai,UASRuangID,Elearning,gabungan,IDJadwalGabungan,MKKode,KelasID,GrupKelasID,UTSPengawas1,UTSPengawas2,UASPengawas1,UASPengawas2,status,KodeWaktu,Teamteaching,Force,Bond,glue,Penanda
896,6,13,1,104,2,16,NULL,NULL,15,6,7,13:00:00,14:50:00,46,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,425,SOC4005,1,107,0,0,0,0,Y,,0,0,NULL,104_1_107_6,NULL
900,6,13,1,119,3,16,NULL,NULL,4,3,4,10:00:00,11:50:00,28,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,427,HOT0009,1,106,0,0,0,0,Y,,0,0,NULL,119_1_106_6,NULL
901,6,13,1,119,3,16,NULL,NULL,4,1,2,08:00:00,09:50:00,6,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,428,HOT0009,1,106,0,0,0,0,Y,,0,0,NULL,119_1_106_6,NULL
902,6,13,1,119,3,16,NULL,NULL,4,7,8,14:00:00,15:50:00,34,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,429,HOT0009,1,105,0,0,0,0,Y,,0,0,NULL,119_1_105_6,NULL
903,6,13,1,119,3,16,NULL,NULL,4,9,10,16:00:00,17:50:00,2,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,430,HOT0009,1,105,0,0,0,0,Y,,0,0,NULL,119_1_105_6,NULL
904,6,13,1,125,3,7,NULL,NULL,12,1,2,08:00:00,09:50:00,8,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,431,HOT0015,1,103,0,0,0,0,Y,,0,0,NULL,125_1_103_6,NULL
905,6,13,1,125,3,7,NULL,NULL,12,3,4,10:00:00,11:50:00,32,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,432,HOT0015,1,103,0,0,0,0,Y,,0,0,NULL,125_1_103_6,NULL
906,6,13,1,125,3,7,NULL,NULL,12,7,8,14:00:00,15:50:00,38,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,433,HOT0015,1,102,0,0,0,0,Y,,0,0,NULL,125_1_102_6,NULL
907,6,13,1,125,3,7,NULL,NULL,12,9,10,16:00:00,17:50:00,2,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,434,HOT0015,1,102,0,0,0,0,Y,,0,0,NULL,125_1_102_6,NULL
908,6,13,1,121,3,39,NULL,NULL,11,1,2,08:00:00,09:50:00,38,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,435,HOT0010,1,102,0,0,0,0,Y,,1,0,NULL,121_1_102_6,NULL
909,6,13,1,121,3,39,NULL,NULL,11,3,4,10:00:00,11:50:00,2,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,436,HOT0010,1,102,0,0,0,0,Y,,1,0,NULL,121_1_102_6,NULL
910,6,13,1,121,3,39,NULL,NULL,11,7,8,14:00:00,15:50:00,40,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,437,HOT0010,1,103,0,0,0,0,Y,,1,0,NULL,121_1_103_6,NULL
911,6,13,1,121,3,39,NULL,NULL,11,9,10,16:00:00,17:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,438,HOT0010,1,103,0,0,0,0,Y,,1,0,NULL,121_1_103_6,NULL
912,6,13,1,123,3,55,NULL,NULL,22,1,2,08:00:00,09:50:00,36,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,439,HOT0013,1,105,0,0,0,0,Y,,0,0,NULL,123_1_105_6,NULL
913,6,13,1,123,3,55,NULL,NULL,22,3,4,10:00:00,11:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,440,HOT0013,1,105,0,0,0,0,Y,,0,0,NULL,123_1_105_6,NULL
914,6,13,1,123,3,55,NULL,NULL,22,7,8,14:00:00,15:50:00,34,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,441,HOT0013,1,106,0,0,0,0,Y,,0,0,NULL,123_1_106_6,NULL
915,6,13,1,123,3,55,NULL,NULL,22,9,10,16:00:00,17:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,442,HOT0013,1,106,0,0,0,0,Y,,0,0,NULL,123_1_106_6,NULL
916,6,13,1,129,5,37,NULL,NULL,2,8,9,15:00:00,16:50:00,46,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,443,HBP4014,1,107,0,0,0,0,Y,,0,0,NULL,129_1_107_6,NULL
917,6,13,1,105,2,82,NULL,NULL,15,8,9,15:00:00,16:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,444,SOC4006,1,107,0,0,0,0,Y,,0,0,NULL,105_1_107_6,NULL
918,6,13,1,119,4,37,NULL,NULL,4,1,2,08:00:00,09:50:00,40,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,445,HOT0009,1,103,0,0,0,0,Y,,0,0,NULL,119_1_103_6,NULL
919,6,13,1,119,4,37,NULL,NULL,4,3,4,10:00:00,11:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,446,HOT0009,1,103,0,0,0,0,Y,,0,0,NULL,119_1_103_6,NULL
920,6,13,1,119,4,37,NULL,NULL,4,7,8,14:00:00,15:50:00,40,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,447,HOT0009,1,102,0,0,0,0,Y,,0,0,NULL,119_1_102_6,NULL
921,6,13,1,119,4,37,NULL,NULL,4,9,10,16:00:00,17:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,448,HOT0009,1,102,0,0,0,0,Y,,0,0,NULL,119_1_102_6,NULL
922,6,13,1,125,4,62,NULL,NULL,12,1,2,08:00:00,09:50:00,34,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,449,HOT0015,1,106,0,0,0,0,Y,,0,0,NULL,125_1_106_6,NULL
923,6,13,1,125,4,62,NULL,NULL,12,3,4,10:00:00,11:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,450,HOT0015,1,106,0,0,0,0,Y,,0,0,NULL,125_1_106_6,NULL
924,6,13,1,125,4,62,NULL,NULL,12,7,8,14:00:00,15:50:00,8,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,451,HOT0015,1,105,0,0,0,0,Y,,0,0,NULL,125_1_105_6,NULL
925,6,13,1,125,4,62,NULL,NULL,12,9,10,16:00:00,17:50:00,28,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,452,HOT0015,1,105,0,0,0,0,Y,,0,0,NULL,125_1_105_6,NULL
926,6,13,1,121,4,39,NULL,NULL,11,1,2,08:00:00,09:50:00,34,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,453,HOT0010,1,105,0,0,0,0,Y,,1,0,NULL,121_1_105_6,NULL
927,6,13,1,121,4,39,NULL,NULL,11,3,4,10:00:00,11:50:00,2,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,454,HOT0010,1,105,0,0,0,0,Y,,1,0,NULL,121_1_105_6,NULL
928,6,13,1,121,4,39,NULL,NULL,11,7,8,14:00:00,15:50:00,34,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,455,HOT0010,1,106,0,0,0,0,Y,,1,0,NULL,121_1_106_6,NULL
929,6,13,1,121,4,39,NULL,NULL,11,9,10,16:00:00,17:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,456,HOT0010,1,106,0,0,0,0,Y,,1,0,NULL,121_1_106_6,NULL
930,6,13,1,123,4,55,NULL,NULL,22,1,2,08:00:00,09:50:00,10,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,457,HOT0013,1,102,0,0,0,0,Y,,0,0,NULL,123_1_102_6,NULL
931,6,13,1,123,4,55,NULL,NULL,22,3,4,10:00:00,11:50:00,30,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,458,HOT0013,1,102,0,0,0,0,Y,,0,0,NULL,123_1_102_6,NULL
932,6,13,1,123,4,55,NULL,NULL,22,7,8,14:00:00,15:50:00,36,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,459,HOT0013,1,103,0,0,0,0,Y,,0,0,NULL,123_1_103_6,NULL
933,6,13,1,123,4,55,NULL,NULL,22,9,10,16:00:00,17:50:00,4,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,460,HOT0013,1,103,0,0,0,0,Y,,0,0,NULL,123_1_103_6,NULL
934,6,13,1,128,5,7,NULL,NULL,2,1,2,08:00:00,09:50:00,46,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,461,HBP4013,1,107,0,0,0,0,Y,,0,0,NULL,128_1_107_6,NULL
935,6,13,1,130,5,62,NULL,NULL,2,3,5,10:00:00,12:50:00,46,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,462,HBP4011,1,107,0,0,0,0,Y,,0,0,NULL,130_1_107_6,NULL
936,6,13,1,104,5,16,NULL,NULL,1,6,7,13:00:00,14:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,463,SOC4005,1,107,0,0,0,0,Y,,0,0,NULL,104_1_107_6,NULL
937,6,13,1,124,5,37,NULL,NULL,3,1,2,08:00:00,09:50:00,70,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,464,HOT0014,1,104,0,0,0,0,Y,,0,0,NULL,124_1_104_6,NULL
938,6,13,1,124,5,37,NULL,NULL,5,3,4,10:00:00,11:50:00,80,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,465,HOT0014,1,101,0,0,0,0,Y,,0,0,NULL,124_1_101_6,NULL
939,6,13,1,122,5,14,NULL,NULL,5,1,2,08:00:00,09:50:00,80,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,466,HOT0012,1,101,0,0,0,0,Y,,0,0,NULL,122_1_101_6,NULL
940,6,13,1,122,5,14,NULL,NULL,3,3,4,10:00:00,11:50:00,70,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,467,HOT0012,1,104,0,0,0,0,Y,,0,0,NULL,122_1_104_6,NULL
941,6,13,1,127,6,7,NULL,NULL,4,1,2,08:00:00,09:50:00,16,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,468,HBP4017P,1,108,0,0,0,0,Y,,0,0,NULL,127_1_108_6,NULL
942,6,13,1,127,6,7,NULL,NULL,4,3,4,10:00:00,11:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,469,HBP4017P,1,108,0,0,0,0,Y,,0,0,NULL,127_1_108_6,NULL
943,6,13,1,127,6,7,NULL,NULL,4,7,8,14:00:00,15:50:00,30,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,470,HBP4017P,1,109,0,0,0,0,Y,,0,0,NULL,127_1_109_6,NULL
944,6,13,1,127,6,7,NULL,NULL,4,9,10,16:00:00,17:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,471,HBP4017P,1,109,0,0,0,0,Y,,0,0,NULL,127_1_109_6,NULL
945,6,6,1,110,6,42,NULL,NULL,17,3,4,10:00:00,11:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,472,PUN0004,1,96,0,0,0,0,Y,,0,0,NULL,110_1_96_6,NULL
946,6,6,1,110,6,42,NULL,NULL,17,3,4,10:00:00,11:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,472,PUN0004,1,96,0,0,0,0,Y,,0,0,NULL,110_1_96_6,NULL
947,6,6,1,110,6,88,NULL,NULL,18,3,4,10:00:00,11:50:00,2,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,473,PUN0004,1,98,0,0,0,0,Y,,0,0,NULL,110_1_98_6,NULL
948,6,6,1,110,6,88,NULL,NULL,18,3,4,10:00:00,11:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,473,PUN0004,1,98,0,0,0,0,Y,,0,0,NULL,110_1_98_6,NULL
950,6,4,1,163,2,52,NULL,NULL,2,6,7,13:00:00,14:50:00,30,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,475,CEM0009A,1,110,0,0,0,0,Y,,0,0,NULL,163_1_110_6,NULL
951,6,4,1,147,3,60,NULL,NULL,15,6,7,13:00:00,14:50:00,28,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,476,CEM4052,1,111,0,0,0,0,Y,,0,0,NULL,147_1_111_6,NULL
952,6,4,1,142,3,50,NULL,NULL,2,2,4,09:00:00,11:50:00,30,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,477,CEM0008,1,110,0,0,0,0,Y,,0,0,NULL,142_1_110_6,NULL
953,6,4,1,141,3,43,NULL,NULL,2,6,7,13:00:00,14:50:00,30,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,478,CEM0007,1,110,0,0,0,0,Y,,0,0,NULL,141_1_110_6,NULL
954,6,4,1,145,5,72,NULL,NULL,16,6,8,13:00:00,15:50:00,20,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,479,CEM4042,1,111,0,0,0,0,Y,,0,0,NULL,145_1_111_6,NULL
955,6,4,1,150,4,9,NULL,NULL,2,2,4,09:00:00,11:50:00,30,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,480,CEM4055,1,111,0,0,0,0,Y,,0,0,NULL,150_1_111_6,NULL
956,6,4,1,146,3,43,NULL,NULL,16,2,4,09:00:00,11:50:00,28,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,481,CEM4051,1,111,0,0,0,0,Y,,0,0,NULL,146_1_111_6,NULL
958,6,4,1,138,5,40,NULL,NULL,4,6,7,13:00:00,14:50:00,30,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,483,CEM0004,1,110,0,0,0,0,Y,,0,0,NULL,138_1_110_6,NULL
959,6,4,1,144,2,50,NULL,NULL,10,6,8,13:00:00,15:50:00,24,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,484,CEM4041,1,111,0,0,0,0,Y,,0,0,NULL,144_1_111_6,NULL
960,6,4,1,140,6,9,NULL,NULL,2,2,4,09:00:00,11:50:00,30,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,485,CEM0006,1,110,0,0,0,0,Y,,1,0,NULL,140_1_110_6,NULL
961,6,4,1,148,6,43,NULL,NULL,2,7,9,14:00:00,16:50:00,28,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,486,CEM3051,1,111,0,0,0,0,Y,,0,0,NULL,148_1_111_6,NULL
963,6,14,1,133,3,89,NULL,NULL,10,1,2,08:00:00,09:50:00,20,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,487,LAW0007,1,112,0,0,0,0,Y,,0,0,NULL,133_1_112_6,NULL
964,6,14,1,137,3,90,NULL,NULL,10,6,7,13:00:00,14:50:00,20,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,488,LAW0011,1,112,0,0,0,0,Y,,0,0,NULL,137_1_112_6,NULL
966,6,14,1,134,4,59,NULL,NULL,10,6,7,13:00:00,14:50:00,20,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,490,LAW0008,1,112,0,0,0,0,Y,,0,0,NULL,134_1_112_6,NULL
967,6,14,1,132,2,68,NULL,NULL,10,3,4,10:00:00,11:50:00,20,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,491,LAW0006,1,112,0,0,0,0,Y,,0,0,NULL,132_1_112_6,NULL
968,6,14,1,136,5,59,NULL,NULL,10,6,8,13:00:00,15:50:00,20,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,492,LAW0010,1,112,0,0,0,0,Y,,0,0,NULL,136_1_112_6,NULL
969,6,14,1,135,6,78,NULL,NULL,10,7,9,14:00:00,16:50:00,20,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,493,LAW0009,1,112,0,0,0,0,Y,,0,0,NULL,135_1_112_6,NULL
970,6,6,1,112,2,34,NULL,NULL,5,1,2,08:00:00,09:50:00,24,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,494,PUN0005,1,113,0,0,0,0,Y,,1,0,NULL,112_1_113_6,NULL
971,6,7,1,112,2,34,NULL,NULL,5,1,2,08:00:00,09:50:00,6,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,494,PUN0005,1,113,0,0,0,0,Y,,1,0,NULL,112_1_113_6,NULL
972,6,6,1,112,2,34,NULL,NULL,5,3,4,10:00:00,11:50:00,34,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,495,PUN0005,1,114,0,0,0,0,Y,,1,0,NULL,112_1_114_6,NULL
973,6,7,1,112,2,34,NULL,NULL,5,3,4,10:00:00,11:50:00,2,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,495,PUN0005,1,114,0,0,0,0,Y,,1,0,NULL,112_1_114_6,NULL
974,6,6,1,107,2,64,NULL,NULL,16,6,7,13:00:00,14:50:00,6,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,496,SOC4008,1,119,0,0,0,0,Y,,1,0,NULL,107_1_119_6,NULL
975,6,7,1,107,2,64,NULL,NULL,16,6,7,13:00:00,14:50:00,6,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,496,SOC4008,1,119,0,0,0,0,Y,,1,0,NULL,107_1_119_6,NULL
976,6,6,1,104,5,34,NULL,NULL,17,6,8,13:00:00,15:50:00,52,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,497,SOC4005,1,123,0,0,0,0,Y,,1,0,NULL,104_1_123_6,NULL
977,6,7,1,104,5,34,NULL,NULL,17,6,8,13:00:00,15:50:00,14,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,497,SOC4005,1,123,0,0,0,0,Y,,1,0,NULL,104_1_123_6,NULL
980,6,6,1,113,3,47,NULL,NULL,3,8,9,15:00:00,16:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,499,PUN0006,1,118,0,0,0,0,Y,,1,0,NULL,113_1_118_6,NULL
981,6,7,1,113,3,47,NULL,NULL,3,8,9,15:00:00,16:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,499,PUN0006,1,118,0,0,0,0,Y,,1,0,NULL,113_1_118_6,NULL
982,6,6,1,109,4,73,NULL,NULL,16,3,4,10:00:00,11:50:00,50,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,500,ENT4002,1,115,0,0,0,0,Y,,1,0,NULL,109_1_115_6,NULL
983,6,6,1,115,4,42,NULL,NULL,17,1,2,08:00:00,09:50:00,68,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,501,PUN0008,1,120,0,0,0,0,Y,,1,0,NULL,115_1_120_6,NULL
984,6,7,1,115,4,42,NULL,NULL,17,1,2,08:00:00,09:50:00,8,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,501,PUN0008,1,120,0,0,0,0,Y,,1,0,NULL,115_1_120_6,NULL
985,6,6,1,111,4,53,NULL,NULL,17,3,4,10:00:00,11:50:00,30,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,502,PUN0003,1,122,0,0,0,0,Y,,1,0,NULL,111_1_122_6,NULL
986,6,7,1,111,4,53,NULL,NULL,17,3,4,10:00:00,11:50:00,8,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,502,PUN0003,1,122,0,0,0,0,Y,,1,0,NULL,111_1_122_6,NULL
987,6,6,1,110,4,42,NULL,NULL,17,6,7,13:00:00,14:50:00,62,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,503,PUN0004,1,95,0,0,0,0,Y,,1,0,NULL,110_1_95_6,NULL
988,6,6,1,107,4,64,NULL,NULL,16,6,7,13:00:00,14:50:00,36,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,504,SOC4008,1,119,0,0,0,0,Y,,1,0,NULL,107_1_119_6,NULL
989,6,7,1,107,4,64,NULL,NULL,16,6,7,13:00:00,14:50:00,12,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,504,SOC4008,1,119,0,0,0,0,Y,,1,0,NULL,107_1_119_6,NULL
990,6,13,1,105,2,82,NULL,NULL,15,3,4,10:00:00,11:50:00,46,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,TIDAK,505,SOC4006,1,107,0,0,0,0,Y,,0,0,NULL,105_1_107_6,NULL
991,6,6,1,112,5,34,NULL,NULL,18,1,2,08:00:00,09:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,506,PUN0005,1,113,0,0,0,0,Y,,1,0,NULL,112_1_113_6,NULL
992,6,7,1,112,5,34,NULL,NULL,18,1,2,08:00:00,09:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,506,PUN0005,1,113,0,0,0,0,Y,,1,0,NULL,112_1_113_6,NULL
993,6,6,1,112,5,34,NULL,NULL,18,3,4,10:00:00,11:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,507,PUN0005,1,114,0,0,0,0,Y,,1,0,NULL,112_1_114_6,NULL
994,6,7,1,112,5,34,NULL,NULL,18,3,4,10:00:00,11:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,507,PUN0005,1,114,0,0,0,0,Y,,1,0,NULL,112_1_114_6,NULL
995,6,6,1,113,2,47,NULL,NULL,3,6,7,13:00:00,14:50:00,70,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,508,PUN0006,1,118,0,0,0,0,Y,,1,0,NULL,113_1_118_6,NULL
996,6,7,1,113,2,47,NULL,NULL,3,6,7,13:00:00,14:50:00,8,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,508,PUN0006,1,118,0,0,0,0,Y,,1,0,NULL,113_1_118_6,NULL
999,6,6,1,105,5,42,NULL,NULL,17,2,4,09:00:00,11:50:00,52,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,510,SOC4006,1,124,0,0,0,0,Y,,1,0,NULL,105_1_124_6,NULL
1000,6,7,1,105,5,42,NULL,NULL,17,2,4,09:00:00,11:50:00,22,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,510,SOC4006,1,124,0,0,0,0,Y,,1,0,NULL,105_1_124_6,NULL
1001,6,6,1,108,2,64,NULL,NULL,16,8,0,15:00:00,15:50:00,52,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,511,SOC4009,1,121,0,0,0,0,Y,,1,0,NULL,108_1_121_6,NULL
1002,6,7,1,108,2,64,NULL,NULL,16,8,0,15:00:00,15:50:00,8,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,511,SOC4009,1,121,0,0,0,0,Y,,1,0,NULL,108_1_121_6,NULL
1003,6,6,1,115,6,42,NULL,NULL,15,1,2,08:00:00,09:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,512,PUN0008,1,120,0,0,0,0,Y,,1,0,NULL,115_1_120_6,NULL
1004,6,7,1,115,6,42,NULL,NULL,15,1,2,08:00:00,09:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,512,PUN0008,1,120,0,0,0,0,Y,,1,0,NULL,115_1_120_6,NULL
1005,6,6,1,111,6,53,NULL,NULL,15,3,4,10:00:00,11:50:00,0,0000-00-00,00:00:00,00:00:00,0,0000-00-00,00:00:00,00:00:00,0,Tidak,YA,513,PUN0003,1,122,0,0,0,0,Y,,1,0,NULL,111_1_122_6,NULL
