ID,CurriculumID,Semester,CurriculumTypeID,ProdiID,EducationLevelID,MKID,MKCode,MKType,LecturerNIP,CoursesGroupsID,TotalSKS,SKSTeori,SKSPraktikum,SKSPraktikLapangan,StatusMK,PreconditionMKID,StatusSilabus,StatusSAP,UpdateBy,UpdateAt
201,1,6,2,5,NULL,236,UNC0202,1,3016009,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
202,1,6,2,5,NULL,213,UNC0201,1,1014073,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
203,1,6,1,5,NULL,436,HOT0039,1,3114039,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
204,1,6,1,5,NULL,437,HOT0040,1,3114039,NULL,2,0,2,0,NULL,,0,0,2017090,2018-01-08 10:10:10
205,1,6,1,5,NULL,438,HOT0041,1,3114016,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
206,1,6,1,5,NULL,439,HOT0042,1,3114014,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
207,1,6,1,5,NULL,440,HOT0043,0,3114038,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
208,1,6,1,5,NULL,441,HOT0044,0,3115061,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
209,1,6,1,5,NULL,442,HOT0045,0,3115061,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
210,1,6,1,5,NULL,443,HOT0046,0,3114014,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
211,1,6,1,5,NULL,444,HOT0047,0,3114039,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
212,1,6,1,5,NULL,445,HOT0048,0,3114039,NULL,2,0,2,0,NULL,,0,0,2017090,2018-01-08 10:10:10
213,1,6,1,4,NULL,446,ACC4145,0,1215043,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
214,1,6,1,2,NULL,371,CEM1201,1,2616002,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
215,1,7,1,1,NULL,449,ARC4117,1,2114033,NULL,8,0,8,0,NULL,,0,0,2017090,2018-01-08 10:10:10
216,1,7,1,1,NULL,462,ARC4162,1,2114002,NULL,3,0,0,3,NULL,,0,0,2017090,2018-01-08 10:10:10
217,1,7,1,4,NULL,451,ACC4144,1,1215032,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
218,1,7,1,4,NULL,465,ACC4147,1,1217005,NULL,3,0,3,0,NULL,,0,0,2017090,2018-01-08 10:10:10
219,1,7,1,4,NULL,466,ACC4119,1,1217005,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
220,1,7,1,2,NULL,452,CEM3422,1,2217002,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
221,1,7,1,2,NULL,453,CEM4113,1,2217057,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
222,1,7,1,2,NULL,455,CEM4481,1,2215017,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
223,1,7,1,2,NULL,460,CEM4112,1,2215017,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
224,1,7,1,2,NULL,458,CEM4111,1,2215017,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
225,1,7,1,2,NULL,467,CEM3415,1,2215017,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
226,1,7,1,3,NULL,463,ENT4135,1,1116066,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
227,1,7,1,5,NULL,459,HBP4703,1,3114016,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
228,1,7,1,5,NULL,481,HBP4702,1,1215043,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
229,1,7,1,5,NULL,464,HBP4701,1,3114016,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
230,1,7,1,5,NULL,454,HBP4707,1,3114016,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
231,1,7,1,5,NULL,456,HBP4706,1,3114038,NULL,2,0,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
232,1,7,1,5,NULL,457,HBP4705,1,3114038,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
233,1,7,1,2,NULL,452,CEM3422,1,2217002,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
234,1,7,1,2,NULL,453,CEM4113,1,2217057,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
235,1,7,1,2,NULL,455,CEM4481,1,2215017,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
236,1,7,1,2,NULL,458,CEM4111,1,1214044,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
237,1,7,1,2,NULL,461,CEM4480,1,2217002,NULL,4,0,0,4,NULL,,0,0,2017090,2018-01-08 10:10:10
238,1,7,1,2,NULL,83,MKU004 ,1,1014073,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
239,1,7,1,2,NULL,467,CEM3415,1,1214044,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
240,1,7,1,3,NULL,448,ENT4290,1,1116066,NULL,6,0,0,6,NULL,,0,0,2017090,2018-01-08 10:10:10
241,1,7,1,3,NULL,483,ENT4120,1,1114080,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
242,1,7,1,4,NULL,447,ACC4121,1,1217059,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
243,1,7,1,4,NULL,450,ACC4122,1,1115054,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
244,1,7,1,4,NULL,451,ACC4144,1,1215032,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
245,1,7,1,4,NULL,466,ACC4119,1,1217005,NULL,3,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
246,1,3,1,5,NULL,456,HBP4706,1,3116015,NULL,2,0,2,0,NULL,,0,0,2017090,2018-01-08 10:10:10
247,1,7,1,5,NULL,457,HBP4705,1,3114038,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
248,1,7,1,5,NULL,459,HBP4703,1,3114016,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
249,1,7,1,5,NULL,320,PUN0011,1,1214044,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
250,1,7,1,5,NULL,326,PUN0022,1,3117039,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
251,1,7,1,1,NULL,458,CEM4111,0,NULL,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
252,1,7,1,2,NULL,280,URP1103,0,NULL,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
253,1,7,1,3,NULL,328,ENT1120,1,1115027,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
254,1,7,1,2,NULL,210,LAW2103,0,3015034,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
255,1,8,1,3,NULL,517,ENT4181,1,1116036,NULL,6,6,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
256,1,8,1,3,NULL,518,ENT4291,1,1117048,NULL,6,6,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
257,1,8,1,4,NULL,519,ACC4223,1,NULL,NULL,6,6,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
258,1,8,1,4,NULL,520,ACC4224,1,1217099,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
259,2,1,1,2,NULL,75,CEM0002,1,2214036,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
260,2,1,2,6,NULL,85,LAW0001,1,3015087,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
261,2,1,2,6,NULL,86,LAW0002,1,3015087,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
262,2,1,1,6,NULL,87,LAW0003,1,3015016,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
263,2,1,1,6,NULL,88,LAW0004,1,3015087,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
264,2,1,1,7,NULL,84,MKU001,1,3015016,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
265,2,1,1,6,NULL,89,MKU002,1,3015016,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
266,2,1,2,6,NULL,63,WUN0011,1,1114005,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
267,2,1,2,3,NULL,63,WUN0011,1,1114005,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
268,2,1,2,3,NULL,64,WUN0012,1,1014023,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
269,2,1,2,3,NULL,67,WUN0005,1,1114053,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
270,2,1,2,3,NULL,65,PUN0001,1,1114055,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
271,2,1,2,3,NULL,66,PUN0002,1,1215032,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
272,2,1,2,4,NULL,63,WUN0011,1,1114005,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
273,2,1,2,4,NULL,64,WUN0012,1,1014023,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
274,2,1,2,4,NULL,67,WUN0005,1,1114053,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
275,2,1,2,4,NULL,65,PUN0001,1,1114055,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
276,2,1,1,4,NULL,66,PUN0002,1,1215032,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
277,2,1,2,5,NULL,63,WUN0011,1,1114005,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
278,2,1,2,5,NULL,64,WUN0012,1,1014023,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
279,2,1,2,1,NULL,63,WUN0011,1,1114005,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
280,2,1,2,2,NULL,63,WUN0011,1,1114005,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
281,2,1,2,2,NULL,64,WUN0012,1,1014023,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
282,2,1,2,2,NULL,67,WUN0005,1,1114053,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
283,2,1,1,2,NULL,74,CEM0001,1,1014034,NULL,3,2,1,0,NULL,,1,0,2017090,2018-01-08 10:10:10
284,2,1,1,2,NULL,76,CEM0003,1,2214067,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
285,2,1,1,5,NULL,90,HOT0001,1,3114038,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
286,2,1,1,5,NULL,91,HOT0002,1,3115006,NULL,2,0,2,0,NULL,,0,0,2017090,2018-01-08 10:10:10
287,2,1,1,5,NULL,92,HOT0003,1,3114014,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
288,2,1,1,5,NULL,93,HOT0004,1,3114039,NULL,2,0,2,0,NULL,,0,0,2017090,2018-01-08 10:10:10
289,2,1,1,5,NULL,94,HOT0005,1,3114038,NULL,1,0,1,0,NULL,,0,0,2017090,2018-01-08 10:10:10
290,2,1,1,5,NULL,96,HOT0007,1,3114014,NULL,1,0,1,0,NULL,,0,0,2017090,2018-01-08 10:10:10
291,2,1,1,1,NULL,95,HOT0006,1,3114016,NULL,1,0,1,0,NULL,,0,0,2017090,2018-01-08 10:10:10
292,2,1,1,1,NULL,97,ARC0001,1,2114063,NULL,3,2,1,0,NULL,,0,0,2017090,2018-01-08 10:10:10
293,2,1,1,1,NULL,98,ARC0002,1,2114045,NULL,3,2,1,0,NULL,,0,0,2017090,2018-01-08 10:10:10
294,2,1,1,1,NULL,99,ARC0003,1,2114002,NULL,3,2,1,0,NULL,,0,0,2017090,2018-01-08 10:10:10
295,2,1,1,1,NULL,100,ARC0004,1,2114041,NULL,6,2,4,0,NULL,,0,0,2017090,2018-01-08 10:10:10
296,2,1,1,6,NULL,84,MKU001,1,3015016,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
297,2,2,1,3,NULL,110,PUN0004,1,1114080,NULL,4,4,0,0,NULL,63,0,0,2017090,1/8/2018 10:10
298,2,2,2,3,NULL,111,PUN0003,1,1014023,NULL,4,4,0,0,NULL,64,0,0,2017090,1/8/2018 10:10
299,2,2,1,3,NULL,112,PUN0005,1,1114055,NULL,4,4,0,0,NULL,65,0,0,2017090,1/8/2018 10:10
300,2,2,2,3,NULL,113,PUN0006,1,1114053,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
301,2,2,1,3,NULL,114,PUN0007,1,1114053,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
302,2,2,1,3,NULL,115,PUN0008,1,1114053,NULL,4,4,0,0,NULL,"116,46",0,0,2017090,1/8/2018 10:10
303,2,2,1,1,NULL,151,ARC0005,1,2114045,NULL,3,2,1,0,NULL,,0,0,2017090,2018-01-08 10:10:10
304,2,2,1,1,NULL,152,ARC0006,1,2114041,NULL,3,1,2,0,NULL,,0,0,2017090,2018-01-08 10:10:10
305,2,2,1,1,NULL,153,ARC0007,1,2114040,NULL,3,2,1,0,NULL,,0,0,2017090,2018-01-08 10:10:10
306,2,2,1,1,NULL,154,ARC0008,1,2114041,NULL,6,2,4,0,NULL,,0,0,2017090,2018-01-08 10:10:10
307,2,2,2,1,NULL,110,PUN0004,1,1114080,NULL,4,4,0,0,NULL,63,0,0,2017090,1/8/2018 10:10
308,2,2,1,4,NULL,110,PUN0004,1,1114080,NULL,4,4,0,0,NULL,63,0,0,2017090,1/8/2018 10:10
309,2,2,2,4,NULL,111,PUN0003,1,1014023,NULL,4,4,0,0,NULL,64,0,0,2017090,1/8/2018 10:10
310,2,2,1,4,NULL,112,PUN0005,1,1114055,NULL,4,4,0,0,NULL,65,0,0,2017090,1/8/2018 10:10
311,2,2,2,4,NULL,113,PUN0006,1,1114053,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
312,2,2,1,4,NULL,114,PUN0007,1,1114053,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
313,2,2,1,4,NULL,115,PUN0008,1,1114053,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
314,2,2,1,4,NULL,116,ACC0001,1,1214044,NULL,1,0,1,0,NULL,,0,0,2017090,2018-01-08 10:10:10
315,2,2,2,6,NULL,162,LAW0005,1,3015087,NULL,2,2,0,0,NULL,87,0,0,2017090,1/8/2018 10:10
316,2,2,1,6,NULL,132,LAW0006,1,3015087,NULL,2,2,0,0,NULL,86,0,0,2017090,1/8/2018 10:10
317,2,2,1,6,NULL,133,LAW0007,1,3015087,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
318,2,2,1,6,NULL,134,LAW0008,1,3015087,NULL,2,2,0,0,NULL,87,0,0,2017090,1/8/2018 10:10
319,2,2,1,6,NULL,135,LAW0009,1,3015087,NULL,3,3,0,0,NULL,87,0,0,2017090,1/8/2018 10:10
320,2,2,1,6,NULL,136,LAW0010,1,3015087,NULL,3,3,0,0,NULL,87,0,0,2017090,1/8/2018 10:10
321,2,2,1,6,NULL,137,LAW0011,1,3015087,NULL,2,2,0,0,NULL,87,0,0,2017090,1/8/2018 10:10
322,2,2,2,6,NULL,110,PUN0004,1,1114080,NULL,4,4,0,0,NULL,63,0,0,2017090,1/8/2018 10:10
323,2,2,1,5,NULL,110,PUN0004,1,1114080,NULL,4,4,0,0,NULL,63,0,0,2017090,1/8/2018 10:10
324,2,2,2,5,NULL,118,HOT0008,1,3114038,NULL,2,0,2,0,NULL,,0,0,2017090,2018-01-08 10:10:10
325,2,2,2,5,NULL,119,HOT0009,1,3114038,NULL,2,0,2,0,NULL,,0,0,2017090,2018-01-08 10:10:10
326,2,2,1,5,NULL,124,HOT0014,1,3114016,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
327,2,2,1,5,NULL,125,HOT0015,1,3114016,NULL,2,0,2,0,NULL,,0,0,2017090,2018-01-08 10:10:10
328,2,2,1,5,NULL,120,HOT0010,1,3114039,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
329,2,2,1,5,NULL,121,HOT0011,1,3114039,NULL,2,0,2,0,NULL,,0,0,2017090,2018-01-08 10:10:10
330,2,2,1,5,NULL,122,HOT0012,1,3114014,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
331,2,2,1,5,NULL,123,HOT0013,1,3114014,NULL,2,0,2,0,NULL,,0,0,2017090,2018-01-08 10:10:10
332,2,2,2,2,NULL,110,PUN0004,1,1114080,NULL,4,4,0,0,NULL,63,0,0,2017090,1/8/2018 10:10
333,2,2,1,2,NULL,138,CEM0004,1,2214066,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
334,2,2,1,2,NULL,139,CEM0005,1,2215009,NULL,3,2,1,0,NULL,,0,0,2017090,2018-01-08 10:10:10
335,2,2,1,2,NULL,140,CEM0006,1,2214036,NULL,3,2,1,0,NULL,,0,0,2017090,2018-01-08 10:10:10
336,2,2,1,2,NULL,141,CEM0007,1,2214036,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
337,2,2,1,2,NULL,142,CEM0008,1,2215008,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
338,2,2,1,2,NULL,163,CEM0009A,1,2215010,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
339,2,3,1,4,NULL,283,ACC0002,1,1215032,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
340,2,3,1,4,NULL,284,PUN0012,1,1115054,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
341,2,3,1,4,NULL,285,PUN0013,1,1114048,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
342,2,3,1,4,NULL,286,PUN0014,1,3015034,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
343,2,3,1,4,NULL,287,ACC0003,1,1215043,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
344,2,3,1,4,NULL,288,PUN0010,1,1115054,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
345,2,3,1,1,NULL,185,ARC2123,1,2114002,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
346,2,3,1,1,NULL,186,ARC2133,1,2114042,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
347,2,3,1,1,NULL,187,ARC2143,1,2115058,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
348,2,3,1,1,NULL,188,ARC2471,1,2114040,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
349,2,3,1,1,NULL,184,ARC2113,1,2115057,NULL,6,6,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
350,2,3,2,1,NULL,168,UNC0101,1,2114002,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
351,2,3,1,1,NULL,171,UNC0102,1,2114002,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
352,2,3,2,1,NULL,189,UGC0102,1,2114002,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
353,2,3,1,2,NULL,199,ENG2101,1,2616007,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
354,2,3,1,2,NULL,271,CEM2101,1,2215055,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
355,2,3,1,2,NULL,217,CEM2111,1,2215017,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
356,2,3,1,2,NULL,221,CEM2112,1,2214036,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
357,2,3,1,2,NULL,220,CEM2113,1,2215084,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
358,2,3,1,2,NULL,276,CEM2121,1,2215017,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
359,2,3,2,2,NULL,171,UNC0102,1,1014073,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
360,2,7,2,3,NULL,84,MKU001,1,1014073,NULL,2,2,0,0,NULL,168,0,0,2017090,1/8/2018 10:10
361,2,3,1,5,NULL,309,HOT0016,1,3114039,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
362,2,3,1,5,NULL,310,HOT0017,1,3114039,NULL,2,0,2,0,NULL,,0,0,2017090,2018-01-08 10:10:10
363,2,3,1,5,NULL,311,HOT0018,1,3114016,NULL,8,0,0,8,NULL,,0,0,2017090,2018-01-08 10:10:10
364,2,3,1,3,NULL,288,PUN0010,1,1115054,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
365,2,3,1,3,NULL,320,PUN0011,1,1215032,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
366,2,4,1,3,NULL,402,ENT2221,1,1115027,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
367,2,3,2,3,NULL,285,PUN0013,1,1115053,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
368,2,3,1,3,NULL,286,PUN0014,1,3015087,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
369,2,3,1,3,NULL,294,ENT0001,1,1116013,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
370,2,3,1,6,NULL,210,LAW2103,1,3015034,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
371,2,3,1,6,NULL,216,LAW2104,1,3015016,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
372,2,3,1,6,NULL,272,LAW2105,1,3015087,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
373,2,3,1,6,NULL,255,LAW2106,1,3015087,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
374,2,3,1,6,NULL,224,LAW2107,1,3015016,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
375,2,3,1,6,NULL,238,LAW2108,1,3015087,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
376,2,3,2,6,NULL,247,LAW2101,1,3015087,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
377,2,3,2,6,NULL,248,LAW2102,1,3015034,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
378,2,5,1,3,NULL,325,ENT0006,1,1014023,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
379,2,5,1,3,NULL,326,PUN0022,1,1115054,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
380,2,7,2,3,NULL,83,MKU004 ,1,1014073,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
381,2,4,2,5,NULL,111,PUN0003,1,1116036,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
382,2,4,2,1,NULL,213,UNC0201,1,1014073,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
383,2,4,2,1,NULL,236,UNC0202,1,3016009,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
384,2,4,1,1,NULL,347,ARC2214,1,2114041,NULL,6,0,6,0,NULL,,0,0,2017090,2018-01-08 10:10:10
385,2,4,1,1,NULL,348,ARC2244,1,2114002,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
386,2,4,1,1,NULL,349,ARC2472,1,2114045,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
387,2,4,1,1,NULL,350,ARC2473,1,2214036,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
388,2,4,1,1,NULL,401,ARC2481,1,2114042,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
389,2,4,1,1,NULL,351,ARC2482,1,2415078,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
390,2,4,1,2,NULL,374,CEM2211,1,2215010,NULL,2,2,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
391,2,4,1,2,NULL,375,CEM2212,1,2216031,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
392,2,4,1,2,NULL,376,CEM2213,1,2214036,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
393,2,4,1,2,NULL,377,CEM2221,1,2215017,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
394,2,4,1,2,NULL,378,CEM2222,1,2217002,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
395,2,4,1,2,NULL,380,CEM2224,1,2215017,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
396,2,4,1,2,NULL,379,CEM2223,1,2215055,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
397,2,4,1,3,NULL,408,ENT2215,1,1116038,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
398,2,4,1,3,NULL,407,ENT2238,1,1115027,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
399,2,4,1,3,NULL,403,ENT2214,1,1115054,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
400,2,4,1,3,NULL,404,ENT2240,1,1116047,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
401,2,4,1,3,NULL,405,ENT2239,1,1115027,NULL,1,0,1,0,NULL,,0,0,2017090,2018-01-08 10:10:10
402,2,4,1,3,NULL,406,ENT2260,1,1115027,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
403,2,4,1,4,NULL,409,ACC2207,1,1215043,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
404,2,4,1,4,NULL,410,ACC2208,1,1215032,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
405,2,4,1,4,NULL,411,ACC2209,1,1216016,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
406,2,4,1,4,NULL,412,ACC2206,1,1115054,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
407,2,4,1,4,NULL,413,ACC2264,1,1116047,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
408,2,4,1,4,NULL,414,ACC2265,1,1115027,NULL,1,0,1,0,NULL,,0,0,2017090,2018-01-08 10:10:10
409,2,4,1,4,NULL,415,ACC2263,1,1115027,NULL,3,3,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
410,2,4,1,5,NULL,111,PUN0003,1,1116036,NULL,4,4,0,0,NULL,,0,0,2017090,2018-01-08 10:10:10
