ID,SemesterID,ProgramsCampusID,BaseProdiID,MKID,MKCode,Teacher,TeamTeaching,DayID,ClassroomID,ClassGroup,StartSessions,EndSessions
1182,7,1,14,216,LAW2115,3015016,0,6,10,159,09:00:00,11:50:00
1183,7,1,14,247,LAW2112,3016040,0,6,10,159,14:00:00,15:50:00
1184,7,1,14,183,LAW1104,3015064,0,6,15,66,13:00:00,15:50:00
1186,7,1,6,83,"MKU004 ",1014073,0,6,17,148,15:00:00,16:50:00
1187,7,1,7,83,"MKU004 ",1014073,0,6,17,148,15:00:00,16:50:00
1188,7,1,14,168,UNC0101,1014073,0,4,3,160,08:00:00,09:50:00
1189,7,1,16,168,UNC0101,1014073,0,4,3,160,08:00:00,09:50:00
1190,7,1,17,168,UNC0101,1014073,0,4,3,160,08:00:00,09:50:00
1191,7,1,18,168,UNC0101,1014073,0,4,3,160,08:00:00,09:50:00
1193,7,1,14,171,UNC0102,1014073,0,4,3,162,10:00:00,11:50:00
1194,7,1,19,171,UNC0102,1014073,0,4,3,162,10:00:00,11:50:00
1195,7,1,14,169,ENT1101,1114080,0,6,16,164,08:00:00,10:50:00
1196,7,1,16,169,ENT1101,1114080,0,6,16,164,08:00:00,10:50:00
1197,7,1,17,169,ENT1101,1114080,0,6,16,164,08:00:00,10:50:00
1198,7,1,18,169,ENT1101,1114080,0,6,16,164,08:00:00,10:50:00
1199,7,1,19,169,ENT1101,1114080,0,6,16,164,08:00:00,10:50:00
1200,7,1,3,174,ARC1111,2114045,0,2,2,165,09:00:00,11:50:00
1201,7,1,3,175,ARC1121,2114041,1,2,5,165,13:00:00,15:50:00
1202,7,1,3,169,ENT1101,1114080,0,4,17,169,13:00:00,15:50:00
1203,7,1,4,169,ENT1101,1114080,0,4,17,169,13:00:00,15:50:00
1205,7,1,3,170,UGC0101,2114002,1,5,18,165,10:00:00,11:50:00
1206,7,1,3,176,ARC1131,2114002,1,5,8,165,13:00:00,15:50:00
1207,7,1,3,168,UNC0101,1014073,0,4,3,161,15:00:00,16:50:00
1208,7,1,3,171,UNC0102,1014073,0,4,3,172,13:00:00,14:50:00
1209,7,1,18,171,UNC0102,1014073,0,4,3,172,13:00:00,14:50:00
1210,7,1,3,189,UGC0102,"1116036        ",0,5,18,91,08:00:00,09:50:00
1211,7,1,3,190,ARC3151,2516018,1,5,18,166,13:00:00,15:50:00
1212,7,1,7,332,ACC8005,1215032,0,3,28,158,13:00:00,15:50:00
1213,7,1,3,186,ARC2133,2116052,0,2,28,168,13:00:00,15:50:00
1214,7,1,3,186,ARC2133,2114042,1,6,1,91,08:00:00,10:50:00
1215,7,1,3,188,ARC2471,2114040,1,6,27,91,13:00:00,15:50:00
1216,7,1,3,194,ARC2483,2115013,1,5,8,166,08:00:00,10:50:00
1217,7,1,3,185,ARC2123,2114045,1,4,8,91,09:00:00,11:50:00
1218,7,1,3,199,ENG2101,2616007,0,3,24,184,13:00:00,15:50:00
1219,7,1,4,199,ENG2101,2616007,0,3,24,184,13:00:00,15:50:00
1220,7,1,3,241,ARC3481,2116043,0,3,2,166,09:00:00,11:50:00
1221,7,1,3,187,ARC2143,2115058,1,2,27,168,08:00:00,10:50:00
1222,7,1,3,187,ARC2143,2115058,1,3,27,167,08:00:00,11:50:00
1224,7,1,3,191,ARC3115,2516037,1,2,6,166,08:00:00,15:50:00
1225,7,1,3,184,ARC2113,2115059,1,2,8,167,08:00:00,15:50:00
1226,7,1,3,184,ARC2113,2116042,1,3,6,168,08:00:00,15:50:00
1227,7,1,3,173,ARC1141,2116012,1,3,8,165,08:00:00,15:50:00
1228,7,1,3,191,ARC3115,2114041,1,4,6,166,08:00:00,11:50:00
1229,7,1,3,192,ARC3161,2116048,1,4,6,166,13:00:00,16:50:00
1230,7,1,3,184,ARC2113,2115057,1,5,6,168,10:00:00,17:50:00
1231,7,1,3,184,ARC2113,2115059,1,5,27,167,10:00:00,17:50:00
1232,7,1,3,173,ARC1141,2114033,1,6,6,165,08:00:00,15:50:00
1233,7,1,3,191,ARC3115,2114041,1,6,8,166,08:00:00,15:50:00
1234,7,1,4,221,CEM2112,2214036,0,2,4,90,13:00:00,15:50:00
1236,7,1,4,182,LAW1103,3015016,0,2,10,66,09:00:00,11:50:00
1237,7,1,4,179,CEM1112,2215010,0,2,19,84,08:00:00,09:50:00
1238,7,1,4,178,CEM1102,2215010,0,2,19,84,10:00:00,11:50:00
1239,7,1,4,218,CEM3112,2216031,0,5,15,178,10:30:00,13:00:00
1240,7,1,19,198,PDP1102,2416026,0,2,4,179,10:00:00,11:50:00
1241,7,1,19,244,PDP1101,2415078,0,2,2,179,13:00:00,14:50:00
1242,7,1,16,196,STE1101,2316017,0,2,27,181,13:00:00,14:50:00
1243,7,1,4,219,CEM3123,2214036,0,3,19,178,09:00:00,11:50:00
1244,7,1,4,274,CEM3121,2216034,0,3,10,178,13:00:00,15:50:00
1245,7,1,4,167,ENG1106,2616002,1,3,17,185,11:00:00,12:50:00
1246,7,1,16,167,ENG1106,2616002,1,3,17,185,11:00:00,12:50:00
1247,7,1,4,220,CEM2113,2216031,0,4,10,90,08:00:00,10:30:00
1248,7,1,4,177,CEM1101,2215084,0,4,15,84,08:00:00,09:50:00
1250,7,1,4,170,UGC0101,2114002,1,4,27,183,10:00:00,11:50:00
1251,7,1,16,170,UGC0101,2114002,1,4,27,183,10:00:00,11:50:00
1252,7,1,18,170,UGC0101,2114002,1,4,27,183,10:00:00,11:50:00
1253,7,1,4,217,CEM2111,2215017,0,4,16,90,13:00:00,15:50:00
1254,7,1,4,271,CEM2101,2215055,0,5,2,90,13:00:00,15:50:00
1255,7,1,4,215,CEM3122,2216034,0,2,16,178,13:00:00,15:50:00
1256,7,1,4,166,ENG1103,2315075,0,5,15,177,13:00:00,15:50:00
1257,7,1,16,166,ENG1103,2315075,0,5,15,177,13:00:00,15:50:00
1258,7,1,18,166,ENG1103,2315075,0,5,15,177,13:00:00,15:50:00
1259,7,1,4,165,ENG1101,2315075,0,6,16,176,13:00:00,15:50:00
1260,7,1,16,165,ENG1101,2315075,0,6,16,176,13:00:00,15:50:00
1261,7,1,17,165,ENG1101,2315075,0,6,16,176,13:00:00,15:50:00
1262,7,1,18,165,ENG1101,2315075,0,6,16,176,13:00:00,15:50:00
1263,7,1,19,165,ENG1101,2315075,0,6,16,176,13:00:00,15:50:00
1264,7,1,4,276,CEM2121,2216034,0,6,19,90,08:00:00,10:50:00
1265,7,1,19,227,PDP1103,2415069,0,4,27,179,12:00:00,17:50:00
1266,7,1,19,252,ENG1104,2315075,0,5,15,175,16:00:00,17:50:00
1267,7,1,18,212,ENG1105,2616002,0,3,17,180,08:00:00,10:50:00
1268,7,1,18,172,ENV1101,2616007,1,5,5,180,10:00:00,11:50:00
1269,7,1,16,196,STE1101,2316017,0,3,27,181,15:00:00,16:50:00
1270,7,1,17,245,URP1101,1015074,1,3,15,182,08:00:00,09:50:00
1271,7,1,17,280,URP1103,1015074,1,3,15,192,13:00:00,15:50:00
1272,7,1,17,214,URP1104,1015074,1,5,2,191,10:00:00,11:50:00
1273,7,1,17,246,URP1102,2516018,1,5,18,182,13:00:00,15:50:00
1274,7,1,4,12,CEM1011,2315075,0,5,15,19,16:00:00,17:50:00
1275,7,1,4,72,CEM3043,2216031,0,5,10,19,08:00:00,10:30:00
1276,7,1,4,15,CEM1031,2215010,0,2,19,19,10:00:00,11:50:00
1277,7,1,4,43,CEM2041,2216034,0,6,19,19,08:00:00,10:50:00
1278,7,1,4,73,CEM3052,2215017,0,4,16,19,13:00:00,15:50:00
1279,7,1,4,26,CEM2051,2215010,0,2,19,19,08:00:00,09:50:00
1280,7,1,4,23,CEM2011,2616007,0,3,24,19,13:00:00,15:50:00
1281,7,1,4,168,UNC0101,1014073,0,4,3,160,08:00:00,09:50:00
1282,7,1,4,240,CEM3181,2215017,1,6,18,178,13:00:00,15:50:00
1284,7,1,4,171,UNC0102,1014073,0,4,3,162,10:00:00,11:50:00
1285,7,1,4,83,"MKU004 ",1014073,0,4,3,163,10:00:00,11:50:00
1286,7,1,6,58,SOC2107,1115053,0,2,24,16,13:00:00,16:50:00
1287,7,1,3,82,"ARC 3043",2115059,1,2,8,20,08:00:00,15:50:00
1288,7,1,3,82,"ARC 3043",2115059,1,5,27,20,10:00:00,17:50:00
1289,7,1,3,97,ARC0001,2114045,0,2,2,20,09:00:00,11:50:00
1290,7,1,3,99,ARC0003,2114002,1,5,8,20,13:00:00,15:50:00
1291,7,1,3,100,ARC0004,2116012,1,3,8,20,08:00:00,15:50:00
1293,7,1,6,65,PUN0001,1115027,0,3,24,16,08:00:00,11:50:00
1294,7,1,7,331,ENT1101,1115027,1,2,16,157,08:00:00,11:50:00
1295,7,1,7,169,ENT1101,1014023,0,6,3,157,08:00:00,10:50:00
1296,7,1,7,329,UGC1102,1114048,0,4,16,157,08:00:00,11:50:00
1297,7,1,7,257,ACC1155,1115027,0,5,16,85,13:00:00,16:50:00
1298,7,1,7,242,ACC1101,1215043,0,5,3,157,08:00:00,11:50:00
1299,7,1,7,242,ACC1101,1215043,0,3,26,156,13:00:00,16:50:00
1300,7,1,6,66,PUN0002,1215043,0,3,26,16,13:00:00,16:50:00
1301,7,1,3,100,ARC0004,2114033,1,6,6,20,08:00:00,15:50:00
1302,7,1,3,80,"ARC 3023",2114042,1,6,1,20,08:00:00,10:50:00
1303,7,1,3,81,"ARC 3033",2115058,1,3,27,20,08:00:00,10:50:00
1304,7,1,3,170,UGC0101,2114002,1,4,27,183,10:00:00,11:50:00
1307,7,1,3,84,MKU001,1014073,0,6,17,147,13:00:00,14:50:00
1308,7,1,3,84,MKU001,1014073,0,4,3,190,15:00:00,16:50:00
1310,7,1,6,329,UGC1102,"1116036        ",0,4,5,156,08:00:00,11:50:00
1311,7,1,6,64,WUN0012,"1116036        ",0,4,5,16,08:00:00,11:50:00
1312,7,1,3,2,UNI1003,"1116036        ",0,4,5,20,08:00:00,11:50:00
1314,7,1,4,21,CEM2043,2215084,0,4,15,19,08:00:00,09:50:00
1315,7,1,7,169,ENT1101,1114080,0,6,16,164,08:00:00,10:50:00
1316,7,1,4,74,CEM0001,2315075,0,5,15,194,13:00:00,15:50:00
1317,7,1,4,141,CEM0007,2214036,0,4,15,195,08:00:00,09:50:00
1318,7,1,4,163,CEM0009A,2215010,0,2,19,195,08:00:00,09:50:00
1319,7,1,4,138,CEM0004,2215010,0,2,19,195,10:00:00,11:50:00
1338,8,1,19,360,PDP1203,2415078,0,2,15,225,13:00:00,14:50:00
1339,8,1,19,363,PDP1206,2415078,0,2,15,225,15:00:00,16:50:00
1341,8,1,19,361,PDP1204,2416026,0,3,2,225,10:00:00,11:50:00
1342,8,1,19,362,PDP1205,2415069,0,4,6,225,13:00:00,17:50:00
1343,8,1,19,359,PDP1201,2315075,0,5,16,225,13:00:00,15:50:00
1350,8,1,3,236,UNC0202,3016009,0,4,17,226,15:00:00,16:50:00
1352,8,1,6,236,UNC0202,3016009,0,6,17,224,10:00:00,11:50:00
1353,8,1,7,236,UNC0202,3016009,0,6,17,224,10:00:00,11:50:00
1355,8,1,13,236,UNC0202,3016009,0,6,18,223,08:00:00,09:50:00
1356,8,1,14,236,UNC0202,3016009,0,6,18,223,08:00:00,09:50:00
1357,8,1,16,236,UNC0202,3016009,0,6,18,223,08:00:00,09:50:00
1358,8,1,18,236,UNC0202,3016009,0,6,18,223,08:00:00,09:50:00
1359,8,1,19,236,UNC0202,3016009,0,6,18,223,08:00:00,09:50:00
1362,8,1,6,213,UNC0201,1014073,0,6,17,222,08:00:00,09:50:00
1363,8,1,7,213,UNC0201,1014073,0,6,17,222,08:00:00,09:50:00
1364,8,1,13,213,UNC0201,1014073,0,6,18,221,10:00:00,11:50:00
1365,8,1,18,213,UNC0201,1014073,0,6,18,221,10:00:00,11:50:00
1366,8,1,3,213,UNC0201,1014073,0,4,17,227,13:00:00,14:50:00
1367,8,1,4,89,MKU002,1014073,0,6,18,19,10:00:00,11:50:00
1368,8,1,18,355,ENV1201,2315075,0,5,16,228,13:00:00,15:50:00
1369,8,1,16,365,STE1202,2315075,0,5,16,229,13:00:00,15:50:00
1370,8,1,4,380,CEM2224,2215017,0,4,5,19,13:00:00,15:50:00
1371,8,1,4,373,CEM1203,2217002,0,4,18,110,13:00:00,15:50:00
1372,8,1,16,364,STE1201,2217002,0,4,18,229,13:00:00,15:50:00
1373,8,1,6,340,ENT1234,1116066,0,5,3,230,13:00:00,14:50:00
1374,8,1,6,340,ENT1234,1116066,0,5,24,231,10:00:00,11:50:00
1375,8,1,7,339,ACC1258,1116066,0,5,24,215,10:00:00,11:50:00
1376,8,1,6,342,ENT1235,"1117012        ",0,3,4,230,08:00:00,11:50:00
1377,8,1,6,342,ENT1235,"1117012        ",0,3,6,231,13:00:00,16:50:00
1378,8,1,7,341,ACC1259,"1117012        ",0,3,6,215,13:00:00,16:50:00
1379,8,1,6,115,PUN0008,"1117012        ",0,3,6,16,13:00:00,16:50:00
1380,8,1,6,405,ENT2239,1115027,0,3,1,204,11:00:00,11:50:00
1381,8,1,7,414,ACC2265,1115027,0,3,1,216,11:00:00,11:50:00
1382,8,1,6,337,ENT1233,1114048,0,3,5,230,13:00:00,14:50:00
1388,8,1,13,422,HOT0023,3116050,0,4,16,235,09:00:00,11:50:00
1389,8,1,13,422,HOT0023,3116050,0,4,16,236,13:00:00,15:50:00
1390,8,1,6,403,ENT2214,1115054,0,5,3,204,09:00:00,11:50:00
1391,8,1,7,412,ACC2206,1115054,0,5,3,216,09:00:00,11:50:00
1392,8,1,6,404,ENT2240,1116047,0,4,15,204,08:00:00,10:50:00
1393,8,1,7,413,ACC2264,1116047,0,4,15,216,08:00:00,10:50:00
1399,8,1,13,110,PUN0004,3114016,0,3,18,233,08:00:00,11:50:00
1400,8,1,13,110,PUN0004,3114014,0,3,24,234,08:00:00,11:50:00
1401,8,1,16,368,ENG1201,2616002,0,6,15,229,13:00:00,14:50:00
1402,8,1,16,367,STE1203,2316017,0,5,29,229,09:00:00,11:50:00
1403,8,1,16,366,STE1204,2316017,0,3,3,229,09:00:00,11:50:00
1404,8,1,18,356,ENV1202,2616007,0,5,19,228,09:00:00,11:50:00
1405,8,1,18,357,ENV1203,2616002,0,3,3,228,13:00:00,15:50:00
1407,8,1,14,399,LAW2208,3016044,0,6,10,237,10:00:00,11:50:00
1408,8,1,14,397,LAW2206,3015016,1,5,10,237,08:00:00,09:50:00
1409,8,1,14,395,LAW2204,3017001,0,4,10,237,08:00:00,09:50:00
1410,8,1,6,337,ENT1233,1114048,0,3,5,231,10:00:00,11:50:00
1411,8,1,7,338,ACC1257,1114048,0,3,5,215,10:00:00,11:50:00
1412,8,1,14,424,LAW2257,3016046,0,3,10,237,08:00:00,09:50:00
1413,8,1,14,396,LAW2205,3017001,0,4,10,237,10:00:00,11:50:00
1414,8,1,14,386,LAW1202,3015034,0,2,10,112,13:00:00,14:50:00
1415,8,1,14,132,LAW0006,3015034,0,2,10,238,13:00:00,14:50:00
1417,8,1,14,391,LAW1207,3015016,0,6,5,112,10:00:00,11:50:00
1418,8,1,14,385,LAW1201,3015016,1,4,10,112,15:00:00,16:50:00
1419,8,1,14,390,LAW1206,3017001,0,3,10,112,13:00:00,15:50:00
1420,8,1,14,389,LAW1205,3015064,0,6,10,112,14:00:00,16:50:00
1421,8,1,18,358,ENV1204,2516037,0,2,10,228,08:00:00,09:50:00
1422,8,1,14,388,LAW1204,3015047,0,2,10,112,08:00:00,09:50:00
1423,8,1,14,387,LAW1203,3015047,0,4,10,112,13:00:00,14:50:00
1424,8,1,4,372,CEM1202,2214036,0,3,16,110,13:00:00,15:50:00
1425,8,1,4,371,CEM1201,2616002,0,6,15,110,08:00:00,10:50:00
1426,8,1,4,369,CEM1211,2214036,0,2,5,110,08:00:00,09:50:00
1427,8,1,4,370,CEM1221,2217002,0,5,15,110,09:00:00,11:50:00
1428,8,1,4,376,CEM2213,2214036,0,3,19,111,09:00:00,11:50:00
1429,8,1,4,374,CEM2211,2215010,0,2,19,111,10:00:00,11:50:00
1430,8,1,4,377,CEM2221,2217015,0,3,19,111,13:00:00,15:50:00
1431,8,1,4,375,CEM2212,2216031,0,5,5,111,08:00:00,10:50:00
1432,8,1,4,379,CEM2223,2215055,0,5,5,111,13:00:00,15:50:00
1434,8,1,4,427,CEM3411,2215010,0,2,19,239,08:00:00,09:50:00
1435,8,1,4,384,CEM3222,2217015,0,4,5,239,09:00:00,11:50:00
1436,8,1,4,381,CEM3201,2616007,0,3,15,239,13:00:00,14:50:00
1438,8,1,6,336,ENT1220,1115027,0,5,1,230,08:00:00,11:20:00
1439,8,1,6,336,ENT1220,1115053,0,5,1,231,13:00:00,16:50:00
1440,8,1,7,335,ACC1256,1115053,0,5,1,215,13:00:00,16:50:00
1441,8,1,6,408,ENT2215,1117034,0,5,24,205,13:00:00,16:50:00
1442,8,1,6,402,ENT2221,1115027,0,3,1,204,08:00:00,10:50:00
1444,8,1,6,431,ENT3222,1114080,1,2,15,205,08:00:00,09:50:00
1446,8,1,6,430,ENT3232,1114080,0,2,16,205,13:00:00,16:50:00
1447,8,1,6,429,ENT3380,"1116036        ",0,5,29,205,13:00:00,16:50:00
1448,8,1,6,428,ENT3233,2416026,0,4,2,205,13:00:00,16:50:00
1450,8,1,7,411,ACC2209,1216016,0,2,28,216,08:00:00,11:20:00
1451,8,1,7,409,ACC2207,1215043,0,3,28,216,13:00:00,16:50:00
1452,8,1,7,410,ACC2208,1215032,0,5,28,216,13:00:00,15:50:00
1453,8,1,7,434,ACC3220,1214044,0,5,26,217,13:00:00,16:50:00
1454,8,1,7,416,ACC3216,1214044,0,5,2,217,09:00:00,10:40:00
1455,8,1,7,435,ACC3217,1215032,0,2,4,217,09:00:00,11:50:00
1457,8,1,7,433,ACC3218,"1217005   ",0,3,15,217,09:00:00,12:50:00
1458,8,1,7,432,ACC3114,1115054,0,3,2,217,14:00:00,15:50:00
1459,8,1,13,118,HOT0008,3114039,0,6,24,102,10:00:00,11:50:00
1460,8,1,13,118,HOT0008,3115006,0,6,26,103,10:00:00,11:50:00
1461,8,1,13,118,HOT0008,3114014,0,4,24,105,10:00:00,11:50:00
1462,8,1,13,118,HOT0008,3115006,0,4,26,106,10:00:00,11:50:00
1464,8,1,13,118,HOT0008,3114039,0,5,4,241,10:00:00,11:50:00
1465,8,1,13,119,HOT0009,3114039,0,6,24,102,14:00:00,17:50:00
1466,8,1,13,119,HOT0009,3115006,0,6,26,103,14:00:00,17:50:00
1467,8,1,13,119,HOT0009,3114014,0,4,24,105,13:00:00,16:50:00
1468,8,1,13,119,HOT0009,3115006,0,4,26,106,13:00:00,16:50:00
1470,8,1,13,119,HOT0009,3114039,0,5,4,241,13:00:00,16:50:00
1471,8,1,13,120,HOT0010,3116015,0,2,26,101,10:00:00,11:50:00
1472,8,1,13,120,HOT0010,3114014,0,2,26,104,13:00:00,14:50:00
1473,8,1,13,120,HOT0010,3114039,0,2,26,234,08:00:00,09:50:00
1474,8,1,13,121,HOT0011,3117016,0,5,11,102,13:00:00,16:50:00
1475,8,1,13,121,HOT0011,3117016,0,5,11,103,08:00:00,11:50:00
1476,8,1,13,121,HOT0011,"3117022  ",0,6,11,105,14:00:00,17:50:00
1477,8,1,13,121,HOT0011,"3117022  ",0,6,11,106,08:00:00,11:50:00
1478,8,1,13,121,HOT0011,3117016,0,4,11,240,13:00:00,16:50:00
1480,8,1,13,121,HOT0011,3117016,0,4,11,241,08:00:00,11:50:00
1481,8,1,13,122,HOT0012,3116051,0,2,3,232,08:00:00,09:50:00
1482,8,1,13,122,HOT0012,3116051,0,2,15,104,10:00:00,11:50:00
1483,8,1,13,122,HOT0012,3116051,0,2,5,234,13:00:00,14:50:00
1485,8,1,13,123,HOT0013,3116015,0,4,22,102,08:00:00,11:50:00
1486,8,1,13,123,HOT0013,3116015,0,4,22,103,13:00:00,16:50:00
1487,8,1,13,123,HOT0013,3117021,0,5,22,105,08:00:00,11:50:00
1488,8,1,13,123,HOT0013,3117021,0,5,22,106,13:00:00,16:50:00
1489,8,1,13,123,HOT0013,3117021,0,6,22,240,08:00:00,11:50:00
1490,8,1,13,123,HOT0013,3117021,0,6,22,241,14:00:00,17:50:00
1491,8,1,13,124,HOT0014,3116057,0,3,18,232,13:00:00,14:50:00
1493,8,1,13,124,HOT0014,3116057,0,3,18,234,15:00:00,16:50:00
1496,8,1,13,125,HOT0015,3116051,0,6,12,106,14:00:00,17:50:00
1497,8,1,13,125,HOT0015,3116051,0,6,12,105,08:00:00,11:50:00
1498,8,1,13,420,HOT0019,3114039,0,2,17,242,10:00:00,11:50:00
1499,8,1,13,420,HOT0019,3114016,0,2,18,243,10:00:00,11:50:00
1500,8,1,13,420,HOT0019,3115006,0,2,5,244,10:00:00,11:50:00
1501,8,1,13,420,HOT0019,3115061,0,2,3,245,10:00:00,11:50:00
1502,8,1,13,419,HOT0020,3114039,0,2,17,242,13:00:00,16:50:00
1503,8,1,13,124,HOT0014,3116057,0,2,26,233,15:00:00,16:50:00
1504,8,1,13,419,HOT0020,3114016,0,2,18,243,13:00:00,16:50:00
1505,8,1,13,419,HOT0020,3115006,0,2,24,244,13:00:00,16:50:00
1506,8,1,13,419,HOT0020,3115061,0,2,3,245,13:00:00,16:50:00
1507,8,1,13,421,HOT0021,3117039,0,5,2,235,13:00:00,14:50:00
1508,8,1,13,421,HOT0021,3117039,0,5,18,236,10:00:00,11:50:00
1509,8,1,13,418,PUN0018,3116057,0,6,8,235,14:00:00,16:50:00
1510,8,1,13,418,PUN0018,3116057,0,6,16,236,09:00:00,11:50:00
1512,8,1,13,111,PUN0003,1115045,0,6,2,235,08:00:00,11:50:00
1513,8,1,13,111,PUN0003,"1116036        ",0,6,2,236,14:00:00,17:50:00
1514,8,1,13,444,HOT0047,3114039,0,3,33,252,10:00:00,11:50:00
1515,8,1,13,445,HOT0048,3114039,0,3,11,253,13:00:00,16:50:00
1517,8,1,13,443,HOT0046,3117020,0,2,33,250,10:00:00,11:50:00
1520,8,1,13,436,HOT0039,3114039,0,4,4,246,10:00:00,11:50:00
1521,8,1,13,436,HOT0039,3114016,0,4,3,247,10:00:00,11:50:00
1522,8,1,13,437,HOT0040,3114039,0,4,4,246,13:00:00,16:50:00
1523,8,1,13,437,HOT0040,3114016,0,4,3,247,13:00:00,16:50:00
1524,8,1,13,440,HOT0043,3114038,1,5,33,249,09:00:00,10:50:00
1525,8,1,13,439,HOT0042,3117018,0,5,18,254,13:00:00,16:50:00
1526,8,1,13,442,HOT0045,3114038,1,3,24,248,13:00:00,15:50:00
1527,8,1,13,438,HOT0041,3116057,0,2,4,254,13:00:00,14:50:00
1528,8,1,13,110,PUN0004,3116057,0,3,17,232,08:00:00,11:50:00
1529,8,1,13,125,HOT0015,3115006,0,5,12,102,08:00:00,11:50:00
1530,8,1,13,125,HOT0015,3115006,0,5,12,103,13:00:00,16:50:00
1531,8,1,13,118,HOT0008,3114014,0,5,17,240,10:00:00,11:50:00
1533,8,1,6,406,ENT2260,1117007,0,4,1,204,13:00:00,15:50:00
1534,8,1,7,415,ACC2263,1117007,0,4,1,216,13:00:00,15:50:00
1535,8,1,6,407,ENT2238,2616030,0,6,16,204,13:00:00,16:50:00
1536,8,1,3,350,ARC2473,2214036,1,4,27,94,09:00:00,11:50:00
1537,8,1,3,354,ARC3252,2516018,1,5,6,255,13:00:00,15:50:00
1538,8,1,3,351,ARC2482,2415078,1,3,8,94,13:00:00,15:50:00
1539,8,1,3,349,ARC2472,2114045,1,6,8,94,09:00:00,11:50:00
1540,8,1,3,425,URP3206,2516018,1,5,26,255,09:00:00,10:50:00
1543,8,1,3,401,ARC2481,2117010,1,6,8,94,14:00:00,16:50:00
1544,8,1,3,346,ARC1242,2114002,1,5,6,256,08:00:00,10:50:00
1545,8,1,3,348,ARC2244,2115058,1,3,8,94,08:00:00,10:50:00
1546,8,1,3,344,ARC1222,2114045,0,2,2,256,09:00:00,11:50:00
1547,8,1,3,345,ARC1232,2114041,0,2,2,256,13:00:00,15:50:00
1548,8,1,3,343,ARC1212,2114033,1,3,27,256,08:00:00,16:50:00
1549,8,1,3,343,ARC1212,2114033,1,6,27,256,08:00:00,16:50:00
1550,8,1,3,353,ARC3216,2114042,1,2,6,255,08:00:00,16:50:00
1551,8,1,3,353,ARC3216,2114042,1,4,8,255,13:00:00,16:50:00
1552,8,1,3,353,ARC3216,2114042,1,6,6,255,08:00:00,16:50:00
1553,8,1,3,347,ARC2214,2114041,1,2,27,257,08:00:00,16:50:00
1554,8,1,3,347,ARC2214,2114041,1,2,8,258,08:00:00,16:50:00
1555,8,1,3,347,ARC2214,2114041,1,5,27,257,08:00:00,16:50:00
1556,8,1,3,347,ARC2214,2114041,1,5,8,258,08:00:00,16:50:00
1559,8,1,4,150,CEM4055,2214036,0,3,19,19,09:00:00,11:50:00
1560,8,1,4,146,CEM4051,2215010,0,2,19,19,10:00:00,11:50:00
1561,8,1,4,148,CEM3051,2216031,0,5,5,19,08:00:00,10:50:00
1562,8,1,4,145,CEM4042,2215055,0,5,5,19,13:00:00,15:50:00
1564,8,1,4,71,CEM3042,2217015,0,3,19,19,13:00:00,15:50:00
1567,8,1,3,333,ENT1201,1114080,1,4,17,196,08:00:00,11:50:00
1568,8,1,4,333,ENT1201,1114080,1,4,17,196,08:00:00,11:50:00
1569,8,1,6,333,ENT1201,1114080,1,4,17,196,08:00:00,11:50:00
1570,8,1,7,333,ENT1201,1114080,1,4,17,196,08:00:00,11:50:00
1571,8,1,14,333,ENT1201,1114080,1,4,17,196,08:00:00,11:50:00
1572,8,1,16,333,ENT1201,1114080,1,4,17,196,08:00:00,11:50:00
1573,8,1,18,333,ENT1201,1114080,1,4,17,196,08:00:00,11:50:00
1574,8,1,19,333,ENT1201,1114080,1,4,17,196,08:00:00,11:50:00
1575,8,1,14,392,LAW2201,3015034,0,2,10,237,15:00:00,16:50:00
1576,8,1,14,394,LAW2203,3017001,0,3,10,237,10:00:00,11:50:00
1577,8,1,14,398,LAW2207,3015016,0,5,10,237,10:00:00,11:50:00
1578,8,1,14,393,LAW2202,"3017006     ",0,5,10,237,13:00:00,14:50:00
1579,8,1,4,142,CEM0008,2217002,0,5,15,195,09:00:00,11:50:00
1581,8,1,4,139,CEM0005,2616002,0,6,15,195,08:00:00,10:50:00
1584,8,1,6,113,PUN0006,1114048,0,3,5,16,10:00:00,11:50:00
1585,8,1,6,112,PUN0005,1115053,0,5,1,16,13:00:00,16:50:00
1587,8,1,3,153,ARC0007,2114002,1,5,6,20,08:00:00,10:50:00
1588,8,1,3,154,ARC0008,2114033,1,3,27,20,08:00:00,16:50:00
1589,8,1,3,154,ARC0008,2114033,1,6,27,20,08:00:00,16:50:00
1592,8,1,6,334,UGC1202,"1116036        ",0,2,16,230,08:00:00,11:50:00
1593,8,1,7,334,UGC1202,"1116036        ",0,2,16,230,08:00:00,11:50:00
1594,8,1,6,334,UGC1202,1114048,0,2,24,231,08:00:00,11:50:00
1595,8,1,7,334,UGC1202,1114048,0,2,24,231,08:00:00,11:50:00
1596,8,1,6,111,PUN0003,1114048,0,2,24,16,08:00:00,11:50:00
1597,8,1,7,111,PUN0003,1114048,0,2,24,16,08:00:00,11:50:00
1598,8,1,6,114,PUN0007,1116066,0,5,3,16,13:00:00,14:50:00
1599,8,1,3,160,ARC4024,2117010,1,6,1,20,14:00:00,16:50:00
1600,8,1,3,157,ARC4034,2115058,1,3,8,20,08:00:00,10:50:00
1601,8,1,3,156,ARC4051,2114045,1,6,8,20,09:00:00,11:50:00
1602,8,1,3,89,MKU002,1014073,0,4,17,20,13:00:00,14:50:00
1603,8,1,3,159,ARC4081,2415078,1,3,8,20,13:00:00,15:50:00
