ID,Semester,NPM,JadwalID,UTS,UAS,NilaiAkhir,NilaiHuruf,approval
1,1,21140001,75,70.00,0,22.50,E,1
1,1,21140001,75,70.00,0,22.50,E,1
1,1,21140001,75,70.00,0,22.50,E,1
1,1,21140001,75,70.00,0,22.50,E,1
1,1,21140001,75,70.00,0,22.50,E,1
2,1,21140002,85,50,80,69.70,B-,1
2,1,21140002,85,50,80,69.70,B-,1
2,1,21140002,85,50,80,69.70,B-,1
2,1,21140002,85,50,80,69.70,B-,1
2,1,21140002,85,50,80,69.70,B-,1
3,1,21140003,137,74.20,65,69.72,B-,1
3,1,21140003,137,74.20,65,69.72,B-,1
3,1,21140003,137,74.20,65,69.72,B-,1
3,1,21140003,137,74.20,65,69.72,B-,1
3,1,21140003,137,74.20,65,69.72,B-,1
4,1,21140004,137,90.00,85,84.90,A-,1
4,1,21140004,137,90.00,85,84.90,A-,1
4,1,21140004,137,90.00,85,84.90,A-,1
4,1,21140004,137,90.00,85,84.90,A-,1
4,1,21140004,137,90.00,85,84.90,A-,1
5,1,21140005,255,51.66,0,24.72,E,1
5,1,21140005,255,51.66,0,24.72,E,1
5,1,21140005,255,51.66,0,24.72,E,1
5,1,21140005,255,51.66,0,24.72,E,1
5,1,21140005,255,51.66,0,24.72,E,1
6,1,21140006,137,88.50,95,89.22,A,1
6,1,21140006,137,88.50,95,89.22,A,1
6,1,21140006,137,88.50,95,89.22,A,1
6,1,21140006,137,88.50,95,89.22,A,1
6,1,21140006,137,88.50,95,89.22,A,1
7,1,31140001,141,90.70,85,86.44,A,1
7,1,31140001,141,90.70,85,86.44,A,1
7,1,31140001,141,90.70,85,86.44,A,1
7,1,31140001,141,90.70,85,86.44,A,1
7,1,31140001,141,90.70,85,86.44,A,1
8,1,31140002,281,81.67,73.33,77.94,B+,1
8,1,31140002,281,81.67,73.33,77.94,B+,1
8,1,31140002,281,81.67,73.33,77.94,B+,1
8,1,31140002,281,81.67,73.33,77.94,B+,1
8,1,31140002,281,81.67,73.33,77.94,B+,1
9,1,31140003,297,75.00,78.33,77.55,B+,1
9,1,31140003,297,75.00,78.33,77.55,B+,1
9,1,31140003,297,75.00,78.33,77.55,B+,1
9,1,31140003,297,75.00,78.33,77.55,B+,1
9,1,31140003,297,75.00,78.33,77.55,B+,1
10,1,31140004,141,87.80,85,84.18,A-,1
10,1,31140004,141,87.80,85,84.18,A-,1
10,1,31140004,141,87.80,85,84.18,A-,1
10,1,31140004,141,87.80,85,84.18,A-,1
10,1,31140004,141,87.80,85,84.18,A-,1
11,1,31140005,281,73.34,76.15,77.52,B+,1
11,1,31140005,281,73.34,76.15,77.52,B+,1
11,1,31140005,281,73.34,76.15,77.52,B+,1
11,1,31140005,281,73.34,76.15,77.52,B+,1
11,1,31140005,281,73.34,76.15,77.52,B+,1
12,1,31140006,297,76.67,56.68,70.13,B,1
12,1,31140006,297,76.67,56.68,70.13,B,1
12,1,31140006,297,76.67,56.68,70.13,B,1
12,1,31140006,297,76.67,56.68,70.13,B,1
12,1,31140006,297,76.67,56.68,70.13,B,1
14,1,31140008,281,76.67,77.22,80.20,A-,1
14,1,31140008,281,76.67,77.22,80.20,A-,1
14,1,31140008,281,76.67,77.22,80.20,A-,1
14,1,31140008,281,76.67,77.22,80.20,A-,1
14,1,31140008,281,76.67,77.22,80.20,A-,1
15,1,31140009,141,92.10,90,89.23,A,1
15,1,31140009,141,92.10,90,89.23,A,1
15,1,31140009,141,92.10,90,89.23,A,1
15,1,31140009,141,92.10,90,89.23,A,1
15,1,31140009,141,92.10,90,89.23,A,1
16,1,31140010,281,71.67,80.88,80.20,A-,1
16,1,31140010,281,71.67,80.88,80.20,A-,1
16,1,31140010,281,71.67,80.88,80.20,A-,1
16,1,31140010,281,71.67,80.88,80.20,A-,1
16,1,31140010,281,71.67,80.88,80.20,A-,1
17,1,31140011,281,85.00,60.84,70.02,B,1
17,1,31140011,281,85.00,60.84,70.02,B,1
17,1,31140011,281,85.00,60.84,70.02,B,1
17,1,31140011,281,85.00,60.84,70.02,B,1
17,1,31140011,281,85.00,60.84,70.02,B,1
18,1,31140012,141,81.40,75,78.09,B+,1
18,1,31140012,141,81.40,75,78.09,B+,1
18,1,31140012,141,81.40,75,78.09,B+,1
18,1,31140012,141,81.40,75,78.09,B+,1
18,1,31140012,141,81.40,75,78.09,B+,1
19,1,22140001,282,85.00,91,86.58,A,1
19,1,22140001,282,85.00,91,86.58,A,1
19,1,22140001,282,85.00,91,86.58,A,1
19,1,22140001,282,85.00,91,86.58,A,1
19,3,22140001,282,85.00,91,86.58,A,1
20,1,22140002,335,88.50,85,84.83,A-,1
20,1,22140002,335,88.50,85,84.83,A-,1
20,1,22140002,335,88.50,85,84.83,A-,1
20,1,22140002,335,88.50,85,84.83,A-,1
20,1,22140002,335,88.50,85,84.83,A-,1
22,1,22140004,256,65.00,58.05,65.57,B-,1
22,1,22140004,256,65.00,58.05,65.57,B-,1
22,1,22140004,256,65.00,58.05,65.57,B-,1
22,1,22140004,256,65.00,58.05,65.57,B-,1
22,1,22140004,256,65.00,58.05,65.57,B-,1
23,1,22140005,335,86.40,70,77.24,B+,1
23,1,22140005,335,86.40,70,77.24,B+,1
23,1,22140005,335,86.40,70,77.24,B+,1
23,1,22140005,335,86.40,70,77.24,B+,1
23,1,22140005,335,86.40,70,77.24,B+,1
24,1,22140006,76,75.00,66.39,72.68,B,1
24,1,22140006,76,75.00,66.39,72.68,B,1
24,1,22140006,76,75.00,66.39,72.68,B,1
24,1,22140006,76,75.00,66.39,72.68,B,1
24,1,22140006,76,75.00,66.39,72.68,B,1
29,1,11140005,336,86.40,90,85.79,A,1
29,1,11140005,336,86.40,90,85.79,A,1
29,1,11140005,336,86.40,90,85.79,A,1
29,1,11140005,336,86.40,90,85.79,A,1
29,1,11140005,336,86.40,90,85.79,A,1
30,1,11140006,246,60.00,63,67.10,B-,1
30,1,11140006,246,60.00,63,67.10,B-,1
30,1,11140006,246,60.00,63,67.10,B-,1
30,1,11140006,246,60.00,63,67.10,B-,1
30,1,11140006,246,60.00,63,67.10,B-,1
31,1,11140007,336,83.50,90,85.22,A,1
31,1,11140007,336,83.50,90,85.22,A,1
31,1,11140007,336,83.50,90,85.22,A,1
31,1,11140007,336,83.50,90,85.22,A,1
31,1,11140007,336,83.50,90,85.22,A,1
32,1,11140008,246,61.40,70,68.24,B-,1
32,1,11140008,246,61.40,70,68.24,B-,1
32,1,11140008,246,61.40,70,68.24,B-,1
32,1,11140008,246,61.40,70,68.24,B-,1
32,1,11140008,246,61.40,70,68.24,B-,1
33,1,11140009,336,96.50,85,89.22,A,1
33,1,11140009,336,96.50,85,89.22,A,1
33,1,11140009,336,96.50,85,89.22,A,1
33,1,11140009,336,96.50,85,89.22,A,1
33,1,11140009,336,96.50,85,89.22,A,1
34,1,11140010,246,70.70,85,77.50,B+,1
34,1,11140010,246,70.70,85,77.50,B+,1
34,1,11140010,246,70.70,85,77.50,B+,1
34,1,11140010,246,70.70,85,77.50,B+,1
34,1,11140010,246,70.70,85,77.50,B+,1
35,1,11140011,336,92.00,85,88.35,A,1
35,1,11140011,336,92.00,85,88.35,A,1
35,1,11140011,336,92.00,85,88.35,A,1
35,1,11140011,336,92.00,85,88.35,A,1
35,1,11140011,336,92.00,85,88.35,A,1
36,1,11140012,336,95.00,90,88.55,A,1
36,1,11140012,336,95.00,90,88.55,A,1
36,1,11140012,336,95.00,90,88.55,A,1
36,1,11140012,336,95.00,90,88.55,A,1
36,1,11140012,336,95.00,90,88.55,A,1
38,1,12140002,53,91.40,85,84.94,A-,1
38,1,12140002,53,91.40,85,84.94,A-,1
38,1,12140002,53,91.40,85,84.94,A-,1
38,1,12140002,53,91.40,85,84.94,A-,1
38,1,12140002,53,91.40,85,84.94,A-,1
39,1,12140003,337,95.00,90,90.15,A,1
39,1,12140003,337,95.00,90,90.15,A,1
39,1,12140003,337,95.00,90,90.15,A,1
39,1,12140003,337,95.00,90,90.15,A,1
39,1,12140003,337,95.00,90,90.15,A,1
40,1,12140004,53,90.00,90,86.90,A,1
40,1,12140004,53,90.00,90,86.90,A,1
40,1,12140004,53,90.00,90,86.90,A,1
40,1,12140004,53,90.00,90,86.90,A,1
40,1,12140004,53,90.00,90,86.90,A,1
42,1,12140002,280,78.33,84.72,85.11,A,1
42,1,12140002,280,78.33,84.72,85.11,A,1
42,1,12140002,280,78.33,84.72,85.11,A,1
42,1,12140002,280,78.33,84.72,85.11,A,1
42,1,12140002,280,78.33,84.72,85.11,A,1
43,1,12140003,63,93.33,91.44,91.90,A,1
43,1,12140003,63,93.33,91.44,91.90,A,1
43,1,12140003,63,93.33,91.44,91.90,A,1
43,1,12140003,63,93.33,91.44,91.90,A,1
43,1,12140003,63,93.33,91.44,91.90,A,1
44,1,12140004,280,80.00,77.76,80.22,A-,1
44,1,12140004,280,80.00,77.76,80.22,A-,1
44,1,12140004,280,80.00,77.76,80.22,A-,1
44,1,12140004,280,80.00,77.76,80.22,A-,1
44,1,12140004,280,80.00,77.76,80.22,A-,1
45,1,21140001,244,74.20,0,48.97,D,1
45,1,21140001,244,74.20,0,48.97,D,1
45,1,21140001,244,74.20,0,48.97,D,1
45,1,21140001,244,74.20,0,48.97,D,1
45,1,21140001,244,74.20,0,48.97,D,1
46,1,21140002,293,73.34,35.24,53.23,D,1
46,1,21140002,293,73.34,35.24,53.23,D,1
46,1,21140002,293,73.34,35.24,53.23,D,1
46,1,21140002,293,73.34,35.24,53.23,D,1
46,1,21140002,293,73.34,35.24,53.23,D,1
47,1,21140003,260,50.02,66.38,47.13,D,1
47,1,21140003,260,50.02,66.38,47.13,D,1
47,1,21140003,260,50.02,66.38,47.13,D,1
47,1,21140003,260,50.02,66.38,47.13,D,1
47,1,21140003,260,50.02,66.38,47.13,D,1
48,1,21140004,260,83.33,63.12,69.53,B-,1
48,1,21140004,260,83.33,63.12,69.53,B-,1
48,1,21140004,260,83.33,63.12,69.53,B-,1
48,1,21140004,260,83.33,63.12,69.53,B-,1
48,1,21140004,260,83.33,63.12,69.53,B-,1
49,1,21140005,60,45.00,0,36.65,E,1
49,1,21140005,60,45.00,0,36.65,E,1
49,1,21140005,60,45.00,0,36.65,E,1
49,1,21140005,60,45.00,0,36.65,E,1
49,1,21140005,60,45.00,0,36.65,E,1
50,1,21140006,260,86.67,84.58,85.01,A,1
50,1,21140006,260,86.67,84.58,85.01,A,1
50,1,21140006,260,86.67,84.58,85.01,A,1
50,1,21140006,260,86.67,84.58,85.01,A,1
50,1,21140006,260,86.67,84.58,85.01,A,1
51,1,31140001,64,95.00,85.66,89.10,A,1
51,1,31140001,64,95.00,85.66,89.10,A,1
51,1,31140001,64,95.00,85.66,89.10,A,1
51,1,31140001,64,95.00,85.66,89.10,A,1
51,1,31140001,64,95.00,85.66,89.10,A,1
52,1,31140002,308,94.00,96,91.48,A,1
52,1,31140002,308,94.00,96,91.48,A,1
52,1,31140002,308,94.00,96,91.48,A,1
52,1,31140002,308,94.00,96,91.48,A,1
52,3,31140002,308,94.00,96,91.48,A,1
53,1,31140003,149,85.00,91,87.47,A,1
53,1,31140003,149,85.00,91,87.47,A,1
53,1,31140003,149,85.00,91,87.47,A,1
53,1,31140003,149,85.00,91,87.47,A,1
53,3,31140003,149,85.00,91,87.47,A,1
54,1,31140004,64,68.33,64.21,71.02,B,1
54,1,31140004,64,68.33,64.21,71.02,B,1
54,1,31140004,64,68.33,64.21,71.02,B,1
54,1,31140004,64,68.33,64.21,71.02,B,1
54,1,31140004,64,68.33,64.21,71.02,B,1
55,1,31140005,308,78.00,90,85.20,A,1
55,1,31140005,308,78.00,90,85.20,A,1
55,1,31140005,308,78.00,90,85.20,A,1
55,1,31140005,308,78.00,90,85.20,A,1
55,3,31140005,308,78.00,90,85.20,A,1
56,1,31140006,149,90.00,80,83.50,A-,1
56,1,31140006,149,90.00,80,83.50,A-,1
56,1,31140006,149,90.00,80,83.50,A-,1
56,1,31140006,149,90.00,80,83.50,A-,1
56,3,31140006,149,90.00,80,83.50,A-,1
58,1,31140008,308,100.0,95,93.68,A,1
58,1,31140008,308,100.0,95,93.68,A,1
58,1,31140008,308,100.0,95,93.68,A,1
58,1,31140008,308,100.0,95,93.68,A,1
58,3,31140008,308,100.0,95,93.68,A,1
59,1,31140009,64,90.00,88.66,91.72,A,1
59,1,31140009,64,90.00,88.66,91.72,A,1
59,1,31140009,64,90.00,88.66,91.72,A,1
59,1,31140009,64,90.00,88.66,91.72,A,1
59,1,31140009,64,90.00,88.66,91.72,A,1
60,1,31140010,308,98.00,90,90.25,A,1
60,1,31140010,308,98.00,90,90.25,A,1
60,1,31140010,308,98.00,90,90.25,A,1
60,1,31140010,308,98.00,90,90.25,A,1
60,3,31140010,308,98.00,90,90.25,A,1
61,1,31140011,308,76.00,89,81.68,A-,1
61,1,31140011,308,76.00,89,81.68,A-,1
61,1,31140011,308,76.00,89,81.68,A-,1
61,1,31140011,308,76.00,89,81.68,A-,1
61,3,31140011,308,76.00,89,81.68,A-,1
62,1,31140012,64,81.67,63.22,64.10,C+,1
62,1,31140012,64,81.67,63.22,64.10,C+,1
62,1,31140012,64,81.67,63.22,64.10,C+,1
62,1,31140012,64,81.67,63.22,64.10,C+,1
62,1,31140012,64,81.67,63.22,64.10,C+,1
67,1,11140005,62,85.00,83.88,86.11,A,1
67,1,11140005,62,85.00,83.88,86.11,A,1
67,1,11140005,62,85.00,83.88,86.11,A,1
67,1,11140005,62,85.00,83.88,86.11,A,1
67,1,11140005,62,85.00,83.88,86.11,A,1
68,1,11140006,257,66.67,56.66,65.87,B-,1
68,1,11140006,257,66.67,56.66,65.87,B-,1
68,1,11140006,257,66.67,56.66,65.87,B-,1
68,1,11140006,257,66.67,56.66,65.87,B-,1
68,1,11140006,257,66.67,56.66,65.87,B-,1
69,1,11140007,62,70.00,59.73,63.82,C+,1
69,1,11140007,62,70.00,59.73,63.82,C+,1
69,1,11140007,62,70.00,59.73,63.82,C+,1
69,1,11140007,62,70.00,59.73,63.82,C+,1
69,1,11140007,62,70.00,59.73,63.82,C+,1
70,1,11140008,257,71.67,64.17,68.85,B-,1
70,1,11140008,257,71.67,64.17,68.85,B-,1
70,1,11140008,257,71.67,64.17,68.85,B-,1
70,1,11140008,257,71.67,64.17,68.85,B-,1
70,1,11140008,257,71.67,64.17,68.85,B-,1
71,1,11140009,62,93.33,89.21,92.84,A,1
71,1,11140009,62,93.33,89.21,92.84,A,1
71,1,11140009,62,93.33,89.21,92.84,A,1
71,1,11140009,62,93.33,89.21,92.84,A,1
71,1,11140009,62,93.33,89.21,92.84,A,1
72,1,11140010,257,70.00,67.5,70.05,B,1
72,1,11140010,257,70.00,67.5,70.05,B,1
72,1,11140010,257,70.00,67.5,70.05,B,1
72,1,11140010,257,70.00,67.5,70.05,B,1
72,1,11140010,257,70.00,67.5,70.05,B,1
73,1,11140011,62,76.67,69.72,78.31,B+,1
73,1,11140011,62,76.67,69.72,78.31,B+,1
73,1,11140011,62,76.67,69.72,78.31,B+,1
73,1,11140011,62,76.67,69.72,78.31,B+,1
73,1,11140011,62,76.67,69.72,78.31,B+,1
74,1,11140012,62,91.67,88.66,91.91,A,1
74,1,11140012,62,91.67,88.66,91.91,A,1
74,1,11140012,62,91.67,88.66,91.91,A,1
74,1,11140012,62,91.67,88.66,91.91,A,1
74,1,11140012,62,91.67,88.66,91.91,A,1
75,1,22140001,61,61.40,56.5,62.77,C+,1
75,1,22140001,61,61.40,56.5,62.77,C+,1
75,1,22140001,61,61.40,56.5,62.77,C+,1
75,1,22140001,61,61.40,56.5,62.77,C+,1
75,1,22140001,61,61.40,56.5,62.77,C+,1
76,1,22140002,261,85.00,76.94,80.92,A-,1
76,1,22140002,261,85.00,76.94,80.92,A-,1
76,1,22140002,261,85.00,76.94,80.92,A-,1
76,1,22140002,261,85.00,76.94,80.92,A-,1
76,1,22140002,261,85.00,76.94,80.92,A-,1
78,1,22140004,282,87.00,90,86.62,A,1
78,1,22140004,282,87.00,90,86.62,A,1
78,1,22140004,282,87.00,90,86.62,A,1
78,1,22140004,282,87.00,90,86.62,A,1
78,3,22140004,282,87.00,90,86.62,A,1
79,1,22140005,261,60.01,53.61,60.99,C+,1
79,1,22140005,261,60.01,53.61,60.99,C+,1
79,1,22140005,261,60.01,53.61,60.99,C+,1
79,1,22140005,261,60.01,53.61,60.99,C+,1
79,1,22140005,261,60.01,53.61,60.99,C+,1
80,1,22140006,262,90.00,75,83.93,A-,1
80,1,22140006,262,90.00,75,83.93,A-,1
80,1,22140006,262,90.00,75,83.93,A-,1
80,1,22140006,262,90.00,75,83.93,A-,1
80,3,22140006,262,90.00,75,83.93,A-,1
81,1,21140001,142,70.00,0,22.50,E,1
81,1,21140001,142,70.00,0,22.50,E,1
81,1,21140001,142,70.00,0,22.50,E,1
81,1,21140001,142,70.00,0,22.50,E,1
81,1,21140001,142,70.00,0,22.50,E,1
82,1,21140002,255,73.34,35.24,53.23,D,1
82,1,21140002,255,73.34,35.24,53.23,D,1
82,1,21140002,255,73.34,35.24,53.23,D,1
82,1,21140002,255,73.34,35.24,53.23,D,1
82,1,21140002,255,73.34,35.24,53.23,D,1
83,1,21140003,277,74.20,65,69.72,B-,1
83,1,21140003,277,74.20,65,69.72,B-,1
83,1,21140003,277,74.20,65,69.72,B-,1
83,1,21140003,277,74.20,65,69.72,B-,1
83,1,21140003,277,74.20,65,69.72,B-,1
84,1,21140004,277,90.00,85,84.90,A-,1
84,1,21140004,277,90.00,85,84.90,A-,1
84,1,21140004,277,90.00,85,84.90,A-,1
84,1,21140004,277,90.00,85,84.90,A-,1
84,1,21140004,277,90.00,85,84.90,A-,1
85,1,21140005,293,51.66,0,24.72,E,1
85,1,21140005,293,51.66,0,24.72,E,1
85,1,21140005,293,51.66,0,24.72,E,1
85,1,21140005,293,51.66,0,24.72,E,1
85,1,21140005,293,51.66,0,24.72,E,1
86,1,21140006,277,88.50,95,89.22,A,1
86,1,21140006,277,88.50,95,89.22,A,1
86,1,21140006,277,88.50,95,89.22,A,1
86,1,21140006,277,88.50,95,89.22,A,1
86,1,21140006,277,88.50,95,89.22,A,1
91,1,11140005,72,86.40,90,85.79,A,1
91,1,11140005,72,86.40,90,85.79,A,1
91,1,11140005,72,86.40,90,85.79,A,1
91,1,11140005,72,86.40,90,85.79,A,1
91,1,11140005,72,86.40,90,85.79,A,1
92,1,11140006,300,60.00,63,67.10,B-,1
92,1,11140006,300,60.00,63,67.10,B-,1
92,1,11140006,300,60.00,63,67.10,B-,1
92,1,11140006,300,60.00,63,67.10,B-,1
92,1,11140006,300,60.00,63,67.10,B-,1
93,1,11140007,72,83.50,90,85.22,A,1
93,1,11140007,72,83.50,90,85.22,A,1
93,1,11140007,72,83.50,90,85.22,A,1
93,1,11140007,72,83.50,90,85.22,A,1
93,1,11140007,72,83.50,90,85.22,A,1
94,1,11140008,300,61.40,70,68.24,B-,1
94,1,11140008,300,61.40,70,68.24,B-,1
94,1,11140008,300,61.40,70,68.24,B-,1
94,1,11140008,300,61.40,70,68.24,B-,1
94,1,11140008,300,61.40,70,68.24,B-,1
95,1,11140009,72,96.50,85,89.22,A,1
95,1,11140009,72,96.50,85,89.22,A,1
95,1,11140009,72,96.50,85,89.22,A,1
95,1,11140009,72,96.50,85,89.22,A,1
95,1,11140009,72,96.50,85,89.22,A,1
96,1,11140010,300,70.70,85,77.50,B+,1
96,1,11140010,300,70.70,85,77.50,B+,1
96,1,11140010,300,70.70,85,77.50,B+,1
96,1,11140010,300,70.70,85,77.50,B+,1
96,1,11140010,300,70.70,85,77.50,B+,1
97,1,11140011,72,92.00,85,88.35,A,1
97,1,11140011,72,92.00,85,88.35,A,1
97,1,11140011,72,92.00,85,88.35,A,1
97,1,11140011,72,92.00,85,88.35,A,1
97,1,11140011,72,92.00,85,88.35,A,1
98,1,11140012,72,95.00,90,88.55,A,1
98,1,11140012,72,95.00,90,88.55,A,1
98,1,11140012,72,95.00,90,88.55,A,1
98,1,11140012,72,95.00,90,88.55,A,1
98,1,11140012,72,95.00,90,88.55,A,1
100,1,12140002,81,91.40,85,84.94,A-,1
100,1,12140002,81,91.40,85,84.94,A-,1
100,1,12140002,81,91.40,85,84.94,A-,1
100,1,12140002,81,91.40,85,84.94,A-,1
100,1,12140002,81,91.40,85,84.94,A-,1
101,1,12140003,73,95.00,90,90.15,A,1
101,1,12140003,73,95.00,90,90.15,A,1
101,1,12140003,73,95.00,90,90.15,A,1
101,1,12140003,73,95.00,90,90.15,A,1
101,1,12140003,73,95.00,90,90.15,A,1
102,1,12140004,81,90.00,90,86.90,A,1
102,1,12140004,81,90.00,90,86.90,A,1
102,1,12140004,81,90.00,90,86.90,A,1
102,1,12140004,81,90.00,90,86.90,A,1
102,1,12140004,81,90.00,90,86.90,A,1
103,1,31140001,74,90.70,85,86.44,A,1
103,1,31140001,74,90.70,85,86.44,A,1
103,1,31140001,74,90.70,85,86.44,A,1
103,1,31140001,74,90.70,85,86.44,A,1
103,1,31140001,74,90.70,85,86.44,A,1
104,1,31140002,122,94.00,96,91.48,A,1
104,1,31140002,122,94.00,96,91.48,A,1
104,1,31140002,122,94.00,96,91.48,A,1
104,1,31140002,122,94.00,96,91.48,A,1
104,3,31140002,122,94.00,96,91.48,A,1
105,1,31140003,125,85.00,91,87.47,A,1
105,1,31140003,125,85.00,91,87.47,A,1
105,1,31140003,125,85.00,91,87.47,A,1
105,1,31140003,125,85.00,91,87.47,A,1
105,3,31140003,125,85.00,91,87.47,A,1
106,1,31140004,74,87.80,85,84.18,A-,1
106,1,31140004,74,87.80,85,84.18,A-,1
106,1,31140004,74,87.80,85,84.18,A-,1
106,1,31140004,74,87.80,85,84.18,A-,1
106,1,31140004,74,87.80,85,84.18,A-,1
107,1,31140005,122,78.00,90,85.20,A,1
107,1,31140005,122,78.00,90,85.20,A,1
107,1,31140005,122,78.00,90,85.20,A,1
107,1,31140005,122,78.00,90,85.20,A,1
107,3,31140005,122,78.00,90,85.20,A,1
108,1,31140006,125,90.00,80,83.50,A-,1
108,1,31140006,125,90.00,80,83.50,A-,1
108,1,31140006,125,90.00,80,83.50,A-,1
108,1,31140006,125,90.00,80,83.50,A-,1
108,3,31140006,125,90.00,80,83.50,A-,1
110,1,31140008,122,100.0,95,93.68,A,1
110,1,31140008,122,100.0,95,93.68,A,1
110,1,31140008,122,100.0,95,93.68,A,1
110,1,31140008,122,100.0,95,93.68,A,1
110,3,31140008,122,100.0,95,93.68,A,1
111,1,31140009,74,92.10,90,89.23,A,1
111,1,31140009,74,92.10,90,89.23,A,1
111,1,31140009,74,92.10,90,89.23,A,1
111,1,31140009,74,92.10,90,89.23,A,1
111,1,31140009,74,92.10,90,89.23,A,1
112,1,31140010,122,98.00,90,90.25,A,1
112,1,31140010,122,98.00,90,90.25,A,1
112,1,31140010,122,98.00,90,90.25,A,1
112,1,31140010,122,98.00,90,90.25,A,1
112,3,31140010,122,98.00,90,90.25,A,1
113,1,31140011,122,76.00,89,81.68,A-,1
113,1,31140011,122,76.00,89,81.68,A-,1
113,1,31140011,122,76.00,89,81.68,A-,1
113,1,31140011,122,76.00,89,81.68,A-,1
113,3,31140011,122,76.00,89,81.68,A-,1
114,1,31140012,74,81.40,75,78.09,B+,1
114,1,31140012,74,81.40,75,78.09,B+,1
114,1,31140012,74,81.40,75,78.09,B+,1
114,1,31140012,74,81.40,75,78.09,B+,1
114,1,31140012,74,81.40,75,78.09,B+,1
115,1,22140001,51,85.00,91,86.58,A,1
115,1,22140001,51,85.00,91,86.58,A,1
115,1,22140001,51,85.00,91,86.58,A,1
115,1,22140001,51,85.00,91,86.58,A,1
115,3,22140001,51,85.00,91,86.58,A,1
116,1,22140002,278,88.50,85,84.83,A-,1
116,1,22140002,278,88.50,85,84.83,A-,1
116,1,22140002,278,88.50,85,84.83,A-,1
116,1,22140002,278,88.50,85,84.83,A-,1
116,1,22140002,278,88.50,85,84.83,A-,1
118,1,22140004,294,65.00,58.05,65.57,B-,1
118,1,22140004,294,65.00,58.05,65.57,B-,1
118,1,22140004,294,65.00,58.05,65.57,B-,1
118,1,22140004,294,65.00,58.05,65.57,B-,1
118,1,22140004,294,65.00,58.05,65.57,B-,1
119,1,22140005,278,86.40,70,77.24,B+,1
119,1,22140005,278,86.40,70,77.24,B+,1
119,1,22140005,278,86.40,70,77.24,B+,1
119,1,22140005,278,86.40,70,77.24,B+,1
119,1,22140005,278,86.40,70,77.24,B+,1
120,1,22140006,338,75.00,66.39,72.68,B,1
120,1,22140006,338,75.00,66.39,72.68,B,1
120,1,22140006,338,75.00,66.39,72.68,B,1
120,1,22140006,338,75.00,66.39,72.68,B,1
120,1,22140006,338,75.00,66.39,72.68,B,1
121,1,21140001,324,74.20,0,48.97,D,1
121,1,21140001,324,74.20,0,48.97,D,1
121,1,21140001,324,74.20,0,48.97,D,1
121,1,21140001,324,74.20,0,48.97,D,1
121,1,21140001,324,74.20,0,48.97,D,1
122,1,21140002,60,50,80,69.70,B-,1
122,1,21140002,60,50,80,69.70,B-,1
122,1,21140002,60,50,80,69.70,B-,1
122,1,21140002,60,50,80,69.70,B-,1
122,1,21140002,60,50,80,69.70,B-,1
123,1,21140003,303,50.02,66.38,47.13,D,1
123,1,21140003,303,50.02,66.38,47.13,D,1
123,1,21140003,303,50.02,66.38,47.13,D,1
123,1,21140003,303,50.02,66.38,47.13,D,1
123,1,21140003,303,50.02,66.38,47.13,D,1
124,1,21140004,303,83.33,63.12,69.53,B-,1
124,1,21140004,303,83.33,63.12,69.53,B-,1
124,1,21140004,303,83.33,63.12,69.53,B-,1
124,1,21140004,303,83.33,63.12,69.53,B-,1
124,1,21140004,303,83.33,63.12,69.53,B-,1
125,1,21140005,85,45.00,0,36.65,E,1
125,1,21140005,85,45.00,0,36.65,E,1
125,1,21140005,85,45.00,0,36.65,E,1
125,1,21140005,85,45.00,0,36.65,E,1
125,1,21140005,85,45.00,0,36.65,E,1
126,1,21140006,303,86.67,84.58,85.01,A,1
126,1,21140006,303,86.67,84.58,85.01,A,1
126,1,21140006,303,86.67,84.58,85.01,A,1
126,1,21140006,303,86.67,84.58,85.01,A,1
126,1,21140006,303,86.67,84.58,85.01,A,1
127,1,22140001,86,61.40,56.5,62.77,C+,1
127,1,22140001,86,61.40,56.5,62.77,C+,1
127,1,22140001,86,61.40,56.5,62.77,C+,1
127,1,22140001,86,61.40,56.5,62.77,C+,1
127,1,22140001,86,61.40,56.5,62.77,C+,1
128,1,22140002,304,85.00,76.94,80.92,A-,1
128,1,22140002,304,85.00,76.94,80.92,A-,1
128,1,22140002,304,85.00,76.94,80.92,A-,1
128,1,22140002,304,85.00,76.94,80.92,A-,1
128,1,22140002,304,85.00,76.94,80.92,A-,1
130,1,22140004,51,87.00,90,86.62,A,1
130,1,22140004,51,87.00,90,86.62,A,1
130,1,22140004,51,87.00,90,86.62,A,1
130,1,22140004,51,87.00,90,86.62,A,1
130,3,22140004,51,87.00,90,86.62,A,1
131,1,22140005,304,60.01,53.61,60.99,C+,1
131,1,22140005,304,60.01,53.61,60.99,C+,1
131,1,22140005,304,60.01,53.61,60.99,C+,1
131,1,22140005,304,60.01,53.61,60.99,C+,1
131,1,22140005,304,60.01,53.61,60.99,C+,1
132,1,22140006,305,90.00,75,83.93,A-,1
132,1,22140006,305,90.00,75,83.93,A-,1
132,1,22140006,305,90.00,75,83.93,A-,1
132,1,22140006,305,90.00,75,83.93,A-,1
132,3,22140006,305,90.00,75,83.93,A-,1
133,1,31140001,89,95.00,85.66,89.10,A,1
133,1,31140001,89,95.00,85.66,89.10,A,1
133,1,31140001,89,95.00,85.66,89.10,A,1
133,1,31140001,89,95.00,85.66,89.10,A,1
