ID,SemesterID,YearCode,NPM,ScheduleID,MKCode,MKName,MKNameEng,Evaluasi1,Evaluasi2,Evaluasi3,Evaluasi4,Evaluasi5,UTS,UAS,Score,Grade,Approval,TotalSKS
2610,4,20142,11140018,393,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",78,75,75,,,84.5,90,83.88,A-,1,4
2611,4,20142,11140021,393,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",80,75,75,,,72,90,79.70,B+,1,4
2612,4,20142,11140024,393,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",60,61,62,,,80,65,69.05,B-,1,4
2613,4,20142,11140026,393,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",,50,,,,64,85,57.15,C,1,4
2614,4,20142,11140030,393,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",80,80,75,,,85.75,90,85.01,A,1,4
2615,4,20142,11140032,393,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",75,70,70,,,63,80,71.55,B,1,4
2617,4,20142,11140034,393,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",60,60,60,,,30,85,58.25,C,1,4
2618,4,20142,11140035,393,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",80,80,80,,,60,85,74.75,B,1,4
2619,4,20142,11140036,393,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",78,65,70,,,72.5,70,71.18,B,1,4
2620,4,20142,11140005,446,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",84.76,,,,,80.5,77.50,80.73,A-,1,4
2621,4,20142,11140007,446,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",53.10,,,,,82.25,80.00,72.72,B,1,4
2622,4,20142,11140009,446,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",93.33,,,,,91,80.00,87.85,A,1,4
2623,4,20142,11140011,446,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",82.14,,,,,81,77.50,80.12,A-,1,4
2624,4,20142,11140012,446,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",92.14,,,,,80.25,82.50,84.60,A-,1,4
2625,4,20142,11140014,446,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",68.10,,,,,78.5,80.00,75.91,B+,1,4
2627,4,20142,11140019,446,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",84.76,,,,,83.5,82.50,83.53,A-,1,4
2628,4,20142,11140020,446,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",95.48,,,,,82.25,82.50,86.31,A,1,4
2629,4,20142,11140022,446,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",88.81,,,,,83,82.50,84.57,A-,1,4
2630,4,20142,11140023,446,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",88.81,,,,,89.25,82.50,86.76,A,1,4
2631,4,20142,11140025,446,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",73.33,,,,,71,82.50,75.72,B+,1,4
2632,4,20142,11140038,446,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",70.95,,,,,80,82.50,78.16,B+,1,4
2633,4,20142,11140005,398,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",84.76,,,,,80.5,77.50,80.73,A-,1,4
2634,4,20142,11140007,398,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",53.10,,,,,82.25,80.00,72.72,B,1,4
2635,4,20142,11140009,398,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",93.33,,,,,91,80.00,87.85,A,1,4
2636,4,20142,11140011,398,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",82.14,,,,,81,77.50,80.12,A-,1,4
2637,4,20142,11140012,398,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",92.14,,,,,80.25,82.50,84.60,A-,1,4
2638,4,20142,11140014,398,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",68.10,,,,,78.5,80.00,75.91,B+,1,4
2640,4,20142,11140019,398,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",84.76,,,,,83.5,82.50,83.53,A-,1,4
2641,4,20142,11140020,398,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",95.48,,,,,82.25,82.50,86.31,A,1,4
2642,4,20142,11140022,398,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",88.81,,,,,83,82.50,84.57,A-,1,4
2643,4,20142,11140023,398,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",88.81,,,,,89.25,82.50,86.76,A,1,4
2644,4,20142,11140025,398,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",73.33,,,,,71,82.50,75.72,B+,1,4
2645,4,20142,11140038,398,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",70.95,,,,,80,82.50,78.16,B+,1,4
3080,4,20142,11140031,443,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",75,61,64,,,68,65,66.55,B-,1,4
3081,4,20142,11140031,393,UNI2005,"Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)","Thinking and Acting like an Entrepreneurial Leader 2 (TAEL 2)",75,61,64,,,68,65,66.55,B-,1,4
2646,4,20142,11140007,460,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",98,58,83.8,62,100,38,90,72.47,B,1,4
2647,4,20142,11140009,460,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",84,100,95.8,88,100,96.5,86,90.66,A,1,4
2648,4,20142,11140011,460,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",49,100,81.4,62,85.71,86.5,82,82.07,A-,1,4
2649,4,20142,11140012,460,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",83,100,84,88,100,88,88,88.60,A,1,4
2650,4,20142,11140014,460,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",98,80,83.2,88,100,48,100,82.37,A-,1,4
2651,4,20142,11140019,460,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",53,67,77,94,85.71,86,100,90.87,A,1,4
2652,4,20142,11140020,460,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",100,100,100,100,100,82,100,94.60,A,1,4
2653,4,20142,11140022,460,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",50,92,92,75,85.71,72,100,87.39,A,1,4
2654,4,20142,11140023,460,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",92,88,85.8,94,100,84,100,93.59,A,1,4
2655,4,20142,11140025,460,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",100,100,87,88,85.71,93,96,94.33,A,1,4
2656,4,20142,11140038,460,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",29,92,88.8,100,100,67,80,76.49,B+,1,4
2657,4,20142,11140007,415,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",98,58,83.8,62,100,38,90,72.47,B,1,4
2658,4,20142,11140009,415,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",84,100,95.8,88,100,96.5,86,90.66,A,1,4
2659,4,20142,11140011,415,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",49,100,81.4,62,85.71,86.5,82,82.07,A-,1,4
2660,4,20142,11140012,415,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",83,100,84,88,100,88,88,88.60,A,1,4
2661,4,20142,11140014,415,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",98,80,83.2,88,100,48,100,82.37,A-,1,4
2662,4,20142,11140019,415,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",53,67,77,94,85.71,86,100,90.87,A,1,4
2663,4,20142,11140020,415,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",100,100,100,100,100,82,100,94.60,A,1,4
2664,4,20142,11140022,415,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",50,92,92,75,85.71,72,100,87.39,A,1,4
2665,4,20142,11140023,415,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",92,88,85.8,94,100,84,100,93.59,A,1,4
2666,4,20142,11140025,415,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",100,100,87,88,85.71,93,96,94.33,A,1,4
2667,4,20142,11140038,415,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",29,92,88.8,100,100,67,80,76.49,B+,1,4
2668,4,20142,11140006,417,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",36,56,77,28,100,43,73,61.28,C+,1,4
2669,4,20142,11140010,417,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",50,57,54.2,54,100,50,93,74.11,B,1,4
2670,4,20142,11140013,417,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",36,31,75,41,85.71,34,82,61.95,C+,1,4
2671,4,20142,11140015,417,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",64,93,91,62,50,70,100,85.40,A,1,4
2672,4,20142,11140018,417,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",38,24,70.4,16,100,41,96,70.24,B,1,4
2673,4,20142,11140021,417,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",53,48,71.2,41,100,75,88,79.03,B+,1,4
2674,4,20142,11140024,417,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",39,13,54.6,41,50,38,81,59.80,C,1,4
2675,4,20142,11140030,417,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",89,64,81,24,57.14,64,71,67.31,B-,1,4
2676,4,20142,11140032,417,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",40,19,27,20,57.14,54,83,64.23,C+,1,4
2679,4,20142,11140035,417,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",62,55,81.6,74,100,64,75,71.60,B,1,4
2680,4,20142,11140036,417,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",53,52,56,52,100,61,90,75.82,B+,1,4
2681,4,20142,11140010,458,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",50,57,54.2,54,100,50,93,74.11,B,1,4
2682,4,20142,11140013,458,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",36,31,75,41,85.71,34,82,61.95,C+,1,4
2683,4,20142,11140015,458,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",64,93,91,62,50,70,100,85.40,A,1,4
2684,4,20142,11140018,458,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",38,24,70.4,16,100,41,96,70.24,B,1,4
2685,4,20142,11140021,458,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",53,48,71.2,41,100,75,88,79.03,B+,1,4
2686,4,20142,11140024,458,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",39,13,54.6,41,50,38,81,59.80,C,1,4
2687,4,20142,11140030,458,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",89,64,81,24,57.14,64,71,67.31,B-,1,4
2688,4,20142,11140032,458,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",40,19,27,20,57.14,54,83,64.23,C+,1,4
2691,4,20142,11140035,458,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",62,55,81.6,74,100,64,75,71.60,B,1,4
2692,4,20142,11140036,458,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",53,52,56,52,100,61,90,75.82,B+,1,4
2693,4,20142,11140006,458,SOC2002,"Quantitative Methods for Business Analytics 2","Quantitative Methods for Business Analytics 2",36,56,77,28,100,43,73,61.28,C+,1,4
2462,4,20142,11140005,449,SOC2003,"Rhetoric 2","Rhetoric 2",100,,50,33.4,100,85.69,37.5,57.71,C,1,4
2463,4,20142,11140007,449,SOC2003,"Rhetoric 2","Rhetoric 2",100,70.8,40,,100,80.38,71.22,71.25,B,1,4
2464,4,20142,11140009,449,SOC2003,"Rhetoric 2","Rhetoric 2",100,100,100,66.7,100,89.52,93.45,92.24,A,1,4
2465,4,20142,11140011,449,SOC2003,"Rhetoric 2","Rhetoric 2",100,87.5,62.5,100,100,93.28,81.83,87.72,A,1,4
2466,4,20142,11140012,449,SOC2003,"Rhetoric 2","Rhetoric 2",100,87.5,100,100,100,96.59,94.32,95.96,A,1,4
2467,4,20142,11140014,449,SOC2003,"Rhetoric 2","Rhetoric 2",100,,60,,100,79.79,68.62,66.99,B-,1,4
2468,4,20142,11140019,449,SOC2003,"Rhetoric 2","Rhetoric 2",100,100,80,,100,93.08,88.3,86.04,A,1,4
2469,4,20142,11140020,449,SOC2003,"Rhetoric 2","Rhetoric 2",100,87.5,82.5,,100,88.61,87.07,83.61,A-,1,4
2470,4,20142,11140022,449,SOC2003,"Rhetoric 2","Rhetoric 2",91.7,87.5,70,100,100,77.47,75.52,80.40,A-,1,4
2471,4,20142,11140023,449,SOC2003,"Rhetoric 2","Rhetoric 2",100,87.5,75,100,100,96.26,90.5,92.83,A,1,4
2472,4,20142,11140025,449,SOC2003,"Rhetoric 2","Rhetoric 2",87.5,,57.5,100,100,75.34,76.62,73.95,B,1,4
2474,4,20142,11140038,449,SOC2003,"Rhetoric 2","Rhetoric 2",100,87.5,75,100,100,92.88,94.7,93.49,A,1,4
2475,4,20142,11140006,452,SOC2003,"Rhetoric 2","Rhetoric 2",50,,67.5,66.7,100,74.26,60.35,63.47,C+,1,4
2476,4,20142,11140008,452,SOC2003,"Rhetoric 2","Rhetoric 2",54.2,,5,100,100,41.42,49.48,47.77,D,1,4
2477,4,20142,11140010,452,SOC2003,"Rhetoric 2","Rhetoric 2",79.2,,57.5,33.4,100,82.10,67.27,67.75,B-,1,4
2478,4,20142,11140013,452,SOC2003,"Rhetoric 2","Rhetoric 2",87.5,75,57.5,33.4,100,76.99,70.11,72.35,B,1,4
2479,4,20142,11140015,452,SOC2003,"Rhetoric 2","Rhetoric 2",100,100,100,100,100,90.35,88.4,92.47,A,1,4
2480,4,20142,11140018,452,SOC2003,"Rhetoric 2","Rhetoric 2",91.7,83.3,85,100,100,85.53,75.9,83.62,A-,1,4
2481,4,20142,11140021,452,SOC2003,"Rhetoric 2","Rhetoric 2",83.3,33.3,55,66.7,100,86.97,67.01,73.19,B,1,4
2482,4,20142,11140024,452,SOC2003,"Rhetoric 2","Rhetoric 2",87.5,,15,66.7,100,72.62,51.88,58.69,C,1,4
2483,4,20142,11140030,452,SOC2003,"Rhetoric 2","Rhetoric 2",91.7,87.5,70,100,100,88.96,84.07,87.27,A,1,4
2484,4,20142,11140031,452,SOC2003,"Rhetoric 2","Rhetoric 2",95.8,,75,,100,80.12,68.96,67.87,B-,1,4
2485,4,20142,11140032,452,SOC2003,"Rhetoric 2","Rhetoric 2",79.2,75,57.5,66.7,100,82.10,82.95,80.51,A-,1,4
2487,4,20142,11140034,452,SOC2003,"Rhetoric 2","Rhetoric 2",70.8,,70,,33.4,77.32,74.51,63.45,C+,1,4
2488,4,20142,11140035,452,SOC2003,"Rhetoric 2","Rhetoric 2",95.8,70.8,80,33.4,100,85.77,73.46,77.92,B+,1,4
2489,4,20142,11140036,452,SOC2003,"Rhetoric 2","Rhetoric 2",100,100,100,100,100,89.16,81.4,89.31,A,1,4
2490,4,20142,11140005,401,SOC2003,"Rhetoric 2","Rhetoric 2",100,,50,33.4,100,85.69,37.5,57.71,C,1,4
2491,4,20142,11140007,401,SOC2003,"Rhetoric 2","Rhetoric 2",100,70.8,40,,100,80.38,71.22,71.25,B,1,4
2492,4,20142,11140009,401,SOC2003,"Rhetoric 2","Rhetoric 2",100,100,100,66.7,100,89.52,93.45,92.24,A,1,4
2493,4,20142,11140011,401,SOC2003,"Rhetoric 2","Rhetoric 2",100,87.5,62.5,100,100,93.28,81.83,87.72,A,1,4
2494,4,20142,11140012,401,SOC2003,"Rhetoric 2","Rhetoric 2",100,87.5,100,100,100,96.59,94.32,95.96,A,1,4
2495,4,20142,11140014,401,SOC2003,"Rhetoric 2","Rhetoric 2",100,,60,,100,79.79,68.62,66.99,B-,1,4
2496,4,20142,11140019,401,SOC2003,"Rhetoric 2","Rhetoric 2",100,100,80,,100,93.08,88.3,86.04,A,1,4
2497,4,20142,11140020,401,SOC2003,"Rhetoric 2","Rhetoric 2",100,87.5,82.5,,100,88.61,87.07,83.61,A-,1,4
2498,4,20142,11140022,401,SOC2003,"Rhetoric 2","Rhetoric 2",91.7,87.5,70,100,100,77.47,75.52,80.40,A-,1,4
2499,4,20142,11140023,401,SOC2003,"Rhetoric 2","Rhetoric 2",100,87.5,75,100,100,96.26,90.5,92.83,A,1,4
2500,4,20142,11140025,401,SOC2003,"Rhetoric 2","Rhetoric 2",87.5,,57.5,100,100,75.34,76.62,73.95,B,1,4
2502,4,20142,11140038,401,SOC2003,"Rhetoric 2","Rhetoric 2",100,87.5,75,100,100,92.88,94.7,93.49,A,1,4
2503,4,20142,11140006,404,SOC2003,"Rhetoric 2","Rhetoric 2",50,,67.5,66.7,100,74.26,60.35,63.47,C+,1,4
2504,4,20142,11140008,404,SOC2003,"Rhetoric 2","Rhetoric 2",54.2,,5,100,100,41.42,49.48,47.77,D,1,4
2505,4,20142,11140010,404,SOC2003,"Rhetoric 2","Rhetoric 2",79.2,,57.5,33.4,100,82.10,67.27,67.75,B-,1,4
2506,4,20142,11140013,404,SOC2003,"Rhetoric 2","Rhetoric 2",87.5,75,57.5,33.4,100,76.99,70.11,72.35,B,1,4
2507,4,20142,11140015,404,SOC2003,"Rhetoric 2","Rhetoric 2",100,100,100,100,100,90.35,88.4,92.47,A,1,4
2508,4,20142,11140018,404,SOC2003,"Rhetoric 2","Rhetoric 2",91.7,83.3,85,100,100,85.53,75.9,83.62,A-,1,4
2509,4,20142,11140021,404,SOC2003,"Rhetoric 2","Rhetoric 2",83.3,33.3,55,66.7,100,86.97,67.01,73.19,B,1,4
2510,4,20142,11140024,404,SOC2003,"Rhetoric 2","Rhetoric 2",87.5,,15,66.7,100,72.62,51.88,58.69,C,1,4
2511,4,20142,11140030,404,SOC2003,"Rhetoric 2","Rhetoric 2",91.7,87.5,70,100,100,88.96,84.07,87.27,A,1,4
2512,4,20142,11140031,404,SOC2003,"Rhetoric 2","Rhetoric 2",95.8,,75,,100,80.12,68.96,67.87,B-,1,4
2513,4,20142,11140032,404,SOC2003,"Rhetoric 2","Rhetoric 2",79.2,75,57.5,66.7,100,82.10,82.95,80.51,A-,1,4
2515,4,20142,11140034,404,SOC2003,"Rhetoric 2","Rhetoric 2",70.8,,70,,33.4,77.32,74.51,63.45,C+,1,4
2516,4,20142,11140035,404,SOC2003,"Rhetoric 2","Rhetoric 2",95.8,70.8,80,33.4,100,85.77,73.46,77.92,B+,1,4
2517,4,20142,11140036,404,SOC2003,"Rhetoric 2","Rhetoric 2",100,100,100,100,100,89.16,81.4,89.31,A,1,4
2694,4,20142,11140005,371,SOC2004,"Virtuous Leadership","Virtuous Leadership",80,70,,,,69,73,72.20,B,1,2
2695,4,20142,11140007,371,SOC2004,"Virtuous Leadership","Virtuous Leadership",58,58,,,,66,60,61.50,C+,1,2
2696,4,20142,11140009,371,SOC2004,"Virtuous Leadership","Virtuous Leadership",95,90,,,,95,95,94.25,A,1,2
2697,4,20142,11140011,371,SOC2004,"Virtuous Leadership","Virtuous Leadership",67,74,,,,72,72,71.55,B,1,2
2698,4,20142,11140012,371,SOC2004,"Virtuous Leadership","Virtuous Leadership",88,72,,,,70,82,77.20,B+,1,2
2699,4,20142,11140014,371,SOC2004,"Virtuous Leadership","Virtuous Leadership",70,75,,,,72,82,75.65,B+,1,2
2701,4,20142,11140019,371,SOC2004,"Virtuous Leadership","Virtuous Leadership",90,80,,,,72,87,81.15,A-,1,2
2702,4,20142,11140020,371,SOC2004,"Virtuous Leadership","Virtuous Leadership",90,85,,,,65,73,74.55,B,1,2
2703,4,20142,11140022,371,SOC2004,"Virtuous Leadership","Virtuous Leadership",80,80,,,,71,73,74.40,B,1,2
2704,4,20142,11140023,371,SOC2004,"Virtuous Leadership","Virtuous Leadership",90,90,,,,71,87,82.30,A-,1,2
2705,4,20142,11140025,371,SOC2004,"Virtuous Leadership","Virtuous Leadership",70,70,,,,72,82,74.90,B,1,2
2707,4,20142,11140038,371,SOC2004,"Virtuous Leadership","Virtuous Leadership",70,79,,,,74,95,81.50,A-,1,2
2708,4,20142,11140005,507,SOC2004,"Virtuous Leadership","Virtuous Leadership",80,70,,,,69,73,72.20,B,1,2
2709,4,20142,11140007,507,SOC2004,"Virtuous Leadership","Virtuous Leadership",58,58,,,,66,60,61.50,C+,1,2
2710,4,20142,11140009,507,SOC2004,"Virtuous Leadership","Virtuous Leadership",95,90,,,,95,95,94.25,A,1,2
2711,4,20142,11140011,507,SOC2004,"Virtuous Leadership","Virtuous Leadership",67,74,,,,72,72,71.55,B,1,2
2712,4,20142,11140012,507,SOC2004,"Virtuous Leadership","Virtuous Leadership",88,72,,,,70,82,77.20,B+,1,2
2713,4,20142,11140014,507,SOC2004,"Virtuous Leadership","Virtuous Leadership",70,75,,,,72,82,75.65,B+,1,2
2715,4,20142,11140019,507,SOC2004,"Virtuous Leadership","Virtuous Leadership",90,80,,,,72,87,81.15,A-,1,2
2716,4,20142,11140020,507,SOC2004,"Virtuous Leadership","Virtuous Leadership",90,85,,,,65,73,74.55,B,1,2
2717,4,20142,11140022,507,SOC2004,"Virtuous Leadership","Virtuous Leadership",80,80,,,,71,73,74.40,B,1,2
2718,4,20142,11140023,507,SOC2004,"Virtuous Leadership","Virtuous Leadership",90,90,,,,71,87,82.30,A-,1,2
2719,4,20142,11140025,507,SOC2004,"Virtuous Leadership","Virtuous Leadership",70,70,,,,72,82,74.90,B,1,2
2721,4,20142,11140038,507,SOC2004,"Virtuous Leadership","Virtuous Leadership",70,79,,,,74,95,81.50,A-,1,2
2722,4,20142,11140006,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",80,80,,,,85,88,84.55,A-,1,2
2723,4,20142,11140008,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",40,65,,,,80,85,73.50,B,1,2
2724,4,20142,11140010,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",60,70,,,,72,40,58.70,C,1,2
2725,4,20142,11140013,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",90,85,,,,75,80,80.50,A-,1,2
2726,4,20142,11140015,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",95,95,,,,85,85,88.00,A,1,2
2727,4,20142,11140018,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",80,80,,,,78,79,78.95,B+,1,2
2728,4,20142,11140021,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",75,75,,,,70,73,72.55,B,1,2
2729,4,20142,11140024,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",40,65,,,,65,78,65.80,B-,1,2
2730,4,20142,11140026,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",40,,,,,0,80,34.00,E,1,2
2731,4,20142,11140030,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",90,85,,,,88,89,88.20,A,1,2
2732,4,20142,11140031,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",75,75,,,,80,65,73.25,B,1,2
2733,4,20142,11140032,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",70,75,,,,70,80,74.25,B,1,2
2735,4,20142,11140034,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",65,65,,,,72,60,65.70,B-,1,2
2736,4,20142,11140035,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",70,75,,,,82,83,79.50,B+,1,2
2737,4,20142,11140036,515,SOC2004,"Virtuous Leadership","Virtuous Leadership",82,80,,,,85,80,82.05,A-,1,2
2738,4,20142,11140006,373,SOC2004,"Virtuous Leadership","Virtuous Leadership",80,80,,,,85,88,84.55,A-,1,2
2739,4,20142,11140008,373,SOC2004,"Virtuous Leadership","Virtuous Leadership",40,65,,,,80,85,73.50,B,1,2
2740,4,20142,11140010,373,SOC2004,"Virtuous Leadership","Virtuous Leadership",60,70,,,,72,40,58.70,C,1,2
